           y_out     y_out_norm         PT_out    density_out          u_out          v_out         ps_out          omega          angle
     0.11903300      0.0385419       7757.765     0.07983891       63.15020     -124.57701       6947.282     0.01858953       -63.1188
     0.12001700      0.0373104       7757.548     0.07983902       63.13809     -124.56041       6947.309     0.01884897       -63.1201
     0.12103000      0.0360426       7757.323     0.07983914       63.12550     -124.54317       6947.336     0.01911950       -63.1215
     0.12207700      0.0347322       7757.086     0.07983925       63.11233     -124.52513       6947.364     0.01940370       -63.1230
     0.12316600      0.0333692       7756.835     0.07983936       63.09847     -124.50611       6947.392     0.01970436       -63.1246
     0.12430300      0.0319462       7756.567     0.07983947       63.08378     -124.48592       6947.421     0.02002481       -63.1262
     0.12549600      0.0304531       7756.280     0.07983958       63.06811     -124.46432       6947.450     0.02036919       -63.1279
     0.12675400      0.0288786       7755.969     0.07983969       63.05126     -124.44101       6947.481     0.02074216       -63.1298
     0.12808800      0.0272090       7755.629     0.07983979       63.03301     -124.41565       6947.512     0.02114978       -63.1317
     0.12951000      0.0254293       7755.254     0.07983989       63.01310     -124.38779       6947.544     0.02159884       -63.1339
     0.13103400      0.0235219       7754.837     0.07983998       62.99119     -124.35695       6947.577     0.02209827       -63.1362
     0.13267600      0.0214668       7754.370     0.07984007       62.96689     -124.32247       6947.611     0.02265851       -63.1387
     0.13445700      0.0192378       7753.841     0.07984014       62.93972     -124.28358       6947.647     0.02329206       -63.1414
     0.13640000      0.0168060       7753.229     0.07984019       62.90876     -124.23875       6947.684     0.02402565       -63.1445
     0.13853300      0.0141364       7752.522     0.07984023       62.87339     -124.18697       6947.724     0.02487318       -63.1478
     0.14089000      0.0111865       7751.721     0.07984022       62.83353     -124.12849       6947.766     0.02583365       -63.1516
     0.14351100      0.0079061       7750.813     0.07984017       62.78858     -124.06256       6947.810     0.02692150       -63.1558
     0.14647000      0.0042028       7749.784     0.07984009       62.73759     -123.98771       6947.859     0.02815570       -63.1607
     0.14982800      0.0000000       7748.583     0.07983987       62.67868     -123.90237       6947.892     0.02959461       -63.1664
