               variables=             ss           x_bl          delta        delta_1        delta_2              H             Ue            tke            dps            rho          tau_w
          -7.96901483e-04          -1.64805000e-05           2.33638449e-02          -3.98680890e-03          -6.14251969e-03           6.49051057e-01          -1.08171304e+00           6.98861241e-03          -1.57743980e+01           9.76201467e-01           5.37642283e-02
          -1.58568877e-03           2.70014000e-05           2.36153802e-02          -4.40692650e-03          -6.80090146e-03           6.47991523e-01          -1.04061149e+00           7.05042521e-03          -1.55710301e+01           9.78557871e-01           5.78266429e-02
          -2.37062817e-03           1.14192300e-04           2.34596691e-02          -4.73978224e-03          -7.34755352e-03           6.45083051e-01          -1.00092018e+00           7.11614704e-03          -1.55440729e+01           9.81065020e-01           6.13662118e-02
          -3.15386860e-03           2.45524300e-04           2.37617579e-02          -5.23537355e-03          -8.17383178e-03           6.40504196e-01          -9.53836105e-01           7.19028237e-03          -1.50606978e+01           9.83687628e-01           6.47628544e-02
          -3.93584542e-03           4.21181600e-04           2.40371156e-02          -5.76997296e-03          -9.09340620e-03           6.34522734e-01          -9.04389101e-01           7.27021778e-03          -1.45107660e+01           9.86415090e-01           6.87174009e-02
          -4.71195179e-03           6.41035700e-04           2.43996597e-02          -6.47506206e-03          -1.03548288e-02           6.25318117e-01          -8.46714749e-01           7.36212475e-03          -1.38046894e+01           9.89353536e-01           7.43034674e-02
          -5.47528608e-03           9.12058100e-04           2.46251045e-02          -7.44410615e-03          -1.22225156e-02           6.09048612e-01          -7.75542042e-01           7.47692968e-03          -1.30605422e+01           9.92654611e-01           8.06535471e-02
          -6.23077008e-03           1.24760800e-03           2.51432621e-02          -9.04203822e-03          -1.55618322e-02           5.81039438e-01          -6.83689102e-01           7.62075697e-03          -1.19855994e+01           9.96339619e-01           8.43047987e-02
          -6.99844035e-03           1.66647300e-03           2.56646783e-02          -1.11777324e-02          -2.04987793e-02           5.45287709e-01          -5.85360581e-01           7.79025348e-03          -1.08846097e+01           1.00002396e+00           8.18301629e-02
          -7.80963912e-03           2.18049810e-03           2.60019087e-02          -1.34122602e-02          -2.61919038e-02           5.12076567e-01          -4.99829766e-01           7.97079889e-03          -9.96638123e+00           1.00331019e+00           7.47062509e-02
          -8.67473835e-03           2.78583030e-03           2.59417381e-02          -1.53555500e-02          -3.16614967e-02           4.84991287e-01          -4.30978659e-01           8.16501272e-03          -9.36926524e+00           1.00618191e+00           6.82192197e-02
          -9.56985904e-03           3.46094000e-03           2.59336084e-02          -1.88299265e-02          -4.26720100e-02           4.41271141e-01          -3.49084441e-01           8.40415713e-03          -8.66418122e+00           1.00914089e+00           6.54385133e-02
          -1.04741445e-02           4.21054100e-03           2.59698622e-02          -2.79544320e-02          -7.92261297e-02           3.52843590e-01          -2.36327500e-01           8.75145565e-03          -7.58247262e+00           1.01240421e+00           6.07056520e-02
          -1.14485937e-02           5.09649930e-03           2.57404576e-02          -5.03966506e-02          -2.14675130e-01           2.34757751e-01          -1.27900724e-01           9.16592802e-03          -6.71426033e+00           1.01535373e+00           4.99736413e-02
          -1.25660989e-02           6.16818340e-03           2.53652733e-02          -1.29005218e-01          -1.18962702e+00           1.08441735e-01          -4.68406757e-02           9.56829724e-03          -6.10740505e+00           1.01766542e+00           3.76973800e-02
          -1.38579878e-02           7.44136840e-03           2.43756387e-02           9.91805519e-01          -6.20402758e+01          -1.59864782e-02           5.38539223e-03           9.92588043e-03          -5.63813833e+00           1.01940123e+00           2.74180597e-02
          -1.51652207e-02           8.74518230e-03           2.38290109e-02           8.93547166e-02          -4.18035430e-01          -2.13749147e-01           5.34220770e-02           1.02461491e-02          -5.07894806e+00           1.02077496e+00           1.99725425e-02
          -1.64704700e-02           1.00500584e-02           2.25528595e-02           4.65021866e-02          -9.46102954e-02          -4.91512962e-01           8.73621989e-02           1.06852692e-02          -4.54177051e+00           1.02185136e+00           1.42092022e-02
          -1.78204773e-02           1.13910269e-02           2.13156631e-02           3.14830128e-02          -3.47819190e-02          -9.05154565e-01           1.07494160e-01           1.11256615e-02          -4.04450431e+00           1.02261270e+00           9.26234628e-03
