     variables=          x_bl,          y_bl,        x_norm,         ps_bl,         cp_bl,         xplus,         yplus,         zplus,          tau_w
     0.85969000    -0.49225700     0.99999302        6791.96    -0.16765904     0.01001439     0.24787240     0.24787240    -0.00051849
     0.85962400    -0.49291600     0.99991625        6795.32    -0.16361607     0.11167011     0.45978288     0.45978288    -0.00180364
     0.85950100    -0.49355000     0.99977318        6801.02    -0.15676892     0.28879073     0.62868055     0.62868055    -0.00333081
     0.85932900    -0.49416200     0.99957310        6807.97    -0.14840184     0.49991750     0.77039845     0.77039845    -0.00488006
     0.85911000    -0.49475200     0.99931836        6816.34    -0.13833653     0.72154931     0.88520572     0.88520572    -0.00621169
     0.85884700    -0.49532400     0.99901244        6825.34    -0.12750747     0.93209011     0.96947190     0.96947190    -0.00711865
     0.85854600    -0.49587900     0.99866232        6834.33    -0.11669831     1.10517962     1.02021947     1.02021947    -0.00751803
     0.85821300    -0.49641900     0.99827497        6842.58    -0.10677344     1.23212603     1.04166775     1.04166775    -0.00753844
     0.85785500    -0.49694000     0.99785855        6849.55    -0.09839290     1.31875141     1.04339686     1.04339686    -0.00742546
     0.85748000    -0.49743200     0.99742234        6855.89    -0.09076345     1.38290936     1.03743479     1.03743479    -0.00732942
     0.85708600    -0.49789100     0.99696404        6861.48    -0.08403929     1.44016346     1.02273630     1.02273630    -0.00715730
     0.85667200    -0.49831400     0.99648248        6866.98    -0.07742708     1.48627010     0.99887465     0.99887465    -0.00685768
     0.85623600    -0.49869900     0.99597532        6872.02    -0.07136623     1.51693261     0.96470878     0.96470878    -0.00640646
     0.85577900    -0.49904700     0.99544374        6876.51    -0.06596797     1.52397341     0.92073032     0.92073032    -0.00583080
     0.85530000    -0.49935500     0.99488656        6880.43    -0.06124424     1.50686797     0.86881034     0.86881034    -0.00517634
     0.85479900    -0.49962300     0.99430380        6883.92    -0.05705190     1.46327850     0.80857065     0.80857065    -0.00444154
     0.85427200    -0.49985000     0.99369079        6886.82    -0.05356359     1.39441925     0.73749351     0.73749351    -0.00364712
     0.85371900    -0.50003900     0.99304754        6889.23    -0.05065677     1.29072639     0.65580195     0.65580195    -0.00284599
     0.85314100    -0.50019000     0.99237521        6891.06    -0.04846481     1.14896299     0.56331592     0.56331592    -0.00207619
     0.85253900    -0.50030200     0.99167496        6892.42    -0.04682174     0.96769869     0.45893917     0.45893917    -0.00137147
     0.85191900    -0.50037500     0.99095378        6893.64    -0.04535799     0.73219839     0.33744313     0.33744313    -0.00074282
     0.85128200    -0.50040500     0.99021282        6894.30    -0.04456651     0.36889530     0.16583695     0.16583695    -0.00018010
     0.85062900    -0.50038900     0.98945325        6895.34    -0.04331268     0.52886911     0.23301432     0.23301432     0.00035544
     0.84995600    -0.50032000     0.98867041        6895.68    -0.04290456     0.86848489     0.37660920     0.37660920     0.00091423
     0.84924900    -0.50020300     0.98784803        6895.61    -0.04299031     1.17985181     0.49468328     0.49468328     0.00155678
     0.84851500    -0.50005500     0.98699424        6894.52    -0.04430418     1.47493315     0.58322228     0.58322228     0.00227966
     0.84781000    -0.49987800     0.98617418        6890.59    -0.04902146     1.57622750     0.61350294     0.61350294     0.00282090
     0.84715400    -0.49962800     0.98541112        6886.02    -0.05451925     1.38694229     0.56468213     0.56468213     0.00251902
     0.84649900    -0.49926200     0.98464922        6880.65    -0.06098556     1.04976293     0.44592090     0.44592090     0.00148366
     0.84580500    -0.49877600     0.98384196        6879.25    -0.06266629     0.09384754     0.03940568     0.03940568    -0.00001084
     0.84508800    -0.49820100     0.98300795        6872.55    -0.07072058     1.79768114     0.73763187     0.73763187    -0.00376718
     0.84438300    -0.49752400     0.98218789        6851.20    -0.09640323     2.97374874     1.24598588     1.24598588    -0.01071196
     0.84370400    -0.49669500     0.98139808        6836.56    -0.11402196     3.58806627     1.61177449     1.61177449    -0.01693242
     0.84301900    -0.49564500     0.98060128        6843.59    -0.10555794     3.78313746     1.78036868     1.78036868    -0.01897970
     0.84229200    -0.49431100     0.97975563        6881.20    -0.06031684     3.80103150     1.69981920     1.69981920    -0.01735967
     0.84153500    -0.49276900     0.97887509        6912.32    -0.02288899     3.54751638     1.52794388     1.52794388    -0.01427232
     0.84075600    -0.49117300     0.97796896        6935.19     0.00461504     3.40753555     1.44936935     1.44936935    -0.01250750
     0.83996000    -0.48959600     0.97704305        6949.67     0.02203918     3.39294595     1.41047248     1.41047248    -0.01189461
     0.83917100    -0.48805200     0.97612528        6962.16     0.03706482     3.31920034     1.38004838     1.38004838    -0.01157612
     0.83840200    -0.48653900     0.97523078        6974.33     0.05169978     3.19047081     1.35207129     1.35207129    -0.01128054
     0.83765400    -0.48504600     0.97436070        6987.50     0.06754680     3.04310534     1.31982790     1.31982790    -0.01085716
     0.83692200    -0.48356800     0.97350924        6999.37     0.08181836     2.92044635     1.28870769     1.28870769    -0.01043825
     0.83620000    -0.48210400     0.97266941        7009.75     0.09430068     2.81361712     1.25573797     1.25573797    -0.01000063
     0.83548700    -0.48065600     0.97184005        7019.62     0.10617612     2.72962551     1.22450373     1.22450373    -0.00961861
     0.83477800    -0.47922400     0.97101534        7028.20     0.11650297     2.66790236     1.19690217     1.19690217    -0.00933328
     0.83407500    -0.47781000     0.97019760        7036.28     0.12622276     2.61807955     1.17344955     1.17344955    -0.00914452
     0.83337900    -0.47641400     0.96938802        7043.40     0.13478668     2.57072196     1.15245477     1.15245477    -0.00899920
     0.83269100    -0.47503200     0.96858773        7050.23     0.14299746     2.52854338     1.13421033     1.13421033    -0.00889838
     0.83201000    -0.47366400     0.96779559        7057.09     0.15124914     2.48735478     1.11681767     1.11681767    -0.00881006
     0.83133600    -0.47230500     0.96701159        7063.37     0.15880360     2.44727665     1.10100710     1.10100710    -0.00872939
     0.83067000    -0.47095500     0.96623690        7070.28     0.16711940     2.40442473     1.08440045     1.08440045    -0.00861811
     0.83000900    -0.46960900     0.96546803        7076.75     0.17490102     2.36797276     1.06885811     1.06885811    -0.00851215
     0.82935300    -0.46826500     0.96470497        7083.04     0.18246387     2.33087999     1.05193377     1.05193377    -0.00836347
     0.82869900    -0.46692300     0.96394423        7089.99     0.19082147     2.30185932     1.03632155     1.03632155    -0.00823409
     0.82804600    -0.46558000     0.96318466        7095.99     0.19804472     2.27770067     1.02167501     1.02167501    -0.00810861
     0.82739400    -0.46423600     0.96242625        7102.04     0.20532187     2.25739966     1.00698934     1.00698934    -0.00798189
     0.82674100    -0.46288900     0.96166668        7107.68     0.21210151     2.24010504     0.99274696     0.99274696    -0.00785247
     0.82608600    -0.46154000     0.96090478        7113.27     0.21882768     2.22901435     0.97939989     0.97939989    -0.00774230
     0.82542900    -0.46018600     0.96014056        7118.58     0.22521072     2.22208527     0.96719326     0.96719326    -0.00765048
     0.82476900    -0.45882900     0.95937285        7124.10     0.23185663     2.21746103     0.95624379     0.95624379    -0.00757595
     0.82410700    -0.45746700     0.95860281        7128.78     0.23747816     2.21442756     0.94587767     0.94587767    -0.00750698
     0.82344300    -0.45609800     0.95783044        7134.62     0.24451058     2.21234586     0.93605870     0.93605870    -0.00744521
     0.82277500    -0.45472200     0.95705342        7139.52     0.25039765     2.21641056     0.92879342     0.92879342    -0.00742048
     0.82210500    -0.45333900     0.95627408        7144.09     0.25590142     2.21482301     0.91976147     0.91976147    -0.00735560
     0.82143100    -0.45194500     0.95549008        7149.92     0.26290619     2.21857257     0.91286183     0.91286183    -0.00732292
     0.82075400    -0.45054100     0.95470259        7154.45     0.26835275     2.22273039     0.90595107     0.90595107    -0.00728693
     0.82007400    -0.44912500     0.95391162        7159.61     0.27456893     2.22117334     0.89741980     0.89741980    -0.00721134
     0.81938900    -0.44769600     0.95311482        7165.16     0.28124370     2.22267224     0.88966080     0.88966080    -0.00714071
     0.81869900    -0.44625200     0.95231221        7170.58     0.28775720     2.22772244     0.88299196     0.88299196    -0.00707910
     0.81800300    -0.44479300     0.95150262        7175.58     0.29377988     2.23361324     0.87572533     0.87572533    -0.00700668
     0.81730000    -0.44331800     0.95068489        7180.74     0.29998059     2.23809177     0.86789989     0.86789989    -0.00691676
     0.81659100    -0.44182600     0.94986018        7186.42     0.30681159     2.24572172     0.86061342     0.86061342    -0.00683474
     0.81587400    -0.44031700     0.94902617        7191.37     0.31276590     2.25610613     0.85407828     0.85407828    -0.00675945
     0.81514800    -0.43879000     0.94818168        7196.68     0.31915549     2.26722602     0.84725172     0.84725172    -0.00667874
     0.81441400    -0.43724500     0.94732789        7201.47     0.32491655     2.28153094     0.84136755     0.84136755    -0.00660866
     0.81367000    -0.43568100     0.94646247        7206.32     0.33074750     2.29447577     0.83445063     0.83445063    -0.00652456
     0.81291600    -0.43409900     0.94558542        7211.69     0.33721125     2.31191153     0.82897433     0.82897433    -0.00646552
     0.81215300    -0.43249700     0.94469789        7216.14     0.34256798     2.32876789     0.82384656     0.82384656    -0.00640412
     0.81138000    -0.43087700     0.94379874        7221.24     0.34869884     2.34623284     0.81857412     0.81857412    -0.00634364
     0.81059700    -0.42923600     0.94288795        7226.06     0.35449355     2.36714102     0.81467544     0.81467544    -0.00630115
     0.80980300    -0.42757500     0.94196437        7230.61     0.35996392     2.38736446     0.81065818     0.81065818    -0.00625413
     0.80900000    -0.42589400     0.94103032        7235.36     0.36567669     2.40668873     0.80630682     0.80630682    -0.00620220
     0.80818600    -0.42419100     0.94008347        7240.17     0.37146911     2.42798204     0.80272314     0.80272314    -0.00615917
     0.80736200    -0.42246700     0.93912499        7244.75     0.37697391     2.44889142     0.79940401     0.79940401    -0.00611520
     0.80652700    -0.42072100     0.93815372        7249.73     0.38296636     2.47143428     0.79630601     0.79630601    -0.00607745
     0.80568100    -0.41895300     0.93716965        7254.67     0.38890949     2.49550033     0.79418464     0.79418464    -0.00604981
