TITLE     = ""
VARIABLES = "Omega"
"y*"
 -1.059821155E-002 3.174603283E-001
 -9.748673998E-003 3.095238209E-001
 -8.984560147E-003 3.015873134E-001
 -8.077758364E-003 2.936507761E-001
 -7.404775824E-003 2.857142985E-001
 -6.771273445E-003 2.777777612E-001
 -6.132693030E-003 2.698412836E-001
 -5.475356709E-003 2.619047761E-001
 -4.673171323E-003 2.539682388E-001
 -3.698415589E-003 2.460317463E-001
 -2.234957879E-003 2.380952388E-001
 -3.087945224E-004 2.301587313E-001
 1.952329651E-003 2.222222239E-001
 4.412481561E-003 2.142857164E-001
 7.056185510E-003 2.063492090E-001
 9.844811633E-003 1.984127015E-001
 1.264942344E-002 1.904761940E-001
 1.544244681E-002 1.825396717E-001
 1.804015972E-002 1.746031791E-001
 2.061114646E-002 1.666666716E-001
 2.344088070E-002 1.587301493E-001
 2.657882497E-002 1.507936567E-001
 3.007221222E-002 1.428571492E-001
 3.393306583E-002 1.349206418E-001
 3.813748434E-002 1.269841194E-001
 4.260292649E-002 1.190476194E-001
 4.749745503E-002 1.111111045E-001
 5.263515562E-002 1.031746194E-001
 5.786260217E-002 9.523809701E-002
 6.315090507E-002 8.730158210E-002
 6.863197684E-002 7.936508954E-002
 7.435677201E-002 7.142857462E-002
 8.050312102E-002 6.349205226E-002
 8.712402731E-002 5.555556715E-002
 9.436792135E-002 4.761904851E-002
 1.022322178E-001 3.968252987E-002
 1.105639338E-001 3.174604475E-002
 1.193260252E-001 2.380952425E-002
 1.283537298E-001 1.587300561E-002
 1.374549270E-001 7.936518639E-003
 1.464418322E-001 0.000000000E+000
ZONE T="Extracted Points"
 STRANDID=0, SOLUTIONTIME=0
 I=127, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 1.556225419E-001 2.000000000E+000
 1.635484397E-001 1.992063522E+000
 1.705982089E-001 1.984127045E+000
 1.764634848E-001 1.976190448E+000
 1.808792353E-001 1.968253970E+000
 1.835089028E-001 1.960317492E+000
 1.836841255E-001 1.952380896E+000
 1.820773482E-001 1.944444418E+000
 1.787737012E-001 1.936507940E+000
 1.739845872E-001 1.928571463E+000
 1.679673344E-001 1.920634985E+000
 1.608778536E-001 1.912698388E+000
 1.529174745E-001 1.904761910E+000
 1.443320066E-001 1.896825314E+000
 1.354279220E-001 1.888888836E+000
 1.267576963E-001 1.880952358E+000
 1.182364970E-001 1.873015881E+000
 1.098582000E-001 1.865079403E+000
 1.017753184E-001 1.857142925E+000
 9.399644285E-002 1.849206328E+000
 8.651758730E-002 1.841269851E+000
 7.935848832E-002 1.833333254E+000
 7.245920599E-002 1.825396776E+000
 6.586360931E-002 1.817460299E+000
 5.965632945E-002 1.809523821E+000
 5.368733779E-002 1.801587343E+000
 4.812201858E-002 1.793650866E+000
 4.277710244E-002 1.785714269E+000
 3.784287721E-002 1.777777672E+000
 3.320488334E-002 1.769841194E+000
 2.897743694E-002 1.761904716E+000
 2.500841953E-002 1.753968239E+000
 2.129489183E-002 1.746031761E+000
 1.784793474E-002 1.738095284E+000
 1.474920195E-002 1.730158687E+000
 1.196937077E-002 1.722222209E+000
 9.594544768E-003 1.714285731E+000
 7.683686912E-003 1.706349134E+000
 6.168966182E-003 1.698412657E+000
 5.091246683E-003 1.690476179E+000
 4.249581136E-003 1.682539701E+000
 3.515276825E-003 1.674603224E+000
 2.659835853E-003 1.666666627E+000
 1.815570868E-003 1.658730149E+000
 8.928315947E-004 1.650793672E+000
 -1.324828045E-004 1.642857075E+000
 -1.017685630E-003 1.634920597E+000
 -1.846401719E-003 1.626984119E+000
 -2.504515462E-003 1.619047642E+000
 -2.803081647E-003 1.611111164E+000
 -2.895039739E-003 1.603174686E+000
 -2.874583006E-003 1.595238090E+000
 -2.861900721E-003 1.587301493E+000
 -2.963552717E-003 1.579365015E+000
 -3.276380245E-003 1.571428537E+000
 -3.793799318E-003 1.563492060E+000
 -3.927788232E-003 1.555555582E+000
 -3.700869391E-003 1.547619104E+000
 -3.463819157E-003 1.539682508E+000
 -3.133134451E-003 1.531746030E+000
 -3.197760321E-003 1.523809552E+000
 -3.395354841E-003 1.515872955E+000
 -4.158959258E-003 1.507936478E+000
 -5.027616862E-003 1.500000000E+000
 -4.895716906E-003 1.492063522E+000
 -4.718312062E-003 1.484127045E+000
 -5.765103735E-003 1.476190448E+000
 -6.613984704E-003 1.468253970E+000
 -5.922635086E-003 1.460317492E+000
 -5.732912105E-003 1.452380896E+000
 -7.537501398E-003 1.444444418E+000
 -8.616800420E-003 1.436507940E+000
 -8.409584872E-003 1.428571463E+000
 -8.745930158E-003 1.420634985E+000
 -9.519156069E-003 1.412698388E+000
 -9.987886995E-003 1.404761910E+000
 -1.033387799E-002 1.396825433E+000
 -1.107155904E-002 1.388888836E+000
 -1.093392540E-002 1.380952358E+000
 -1.033161767E-002 1.373015881E+000
 -1.067355182E-002 1.365079403E+000
 -1.107109711E-002 1.357142925E+000
 -1.131514460E-002 1.349206328E+000
 -1.138001308E-002 1.341269851E+000
 -1.147277281E-002 1.333333373E+000
 -1.133601461E-002 1.325396776E+000
 -1.059821155E-002 1.317460299E+000
 -9.748673998E-003 1.309523821E+000
 -8.984560147E-003 1.301587343E+000
 -8.077758364E-003 1.293650746E+000
 -7.404775824E-003 1.285714269E+000
 -6.771273445E-003 1.277777791E+000
 -6.132693030E-003 1.269841313E+000
 -5.475356709E-003 1.261904716E+000
 -4.673171323E-003 1.253968239E+000
 -3.698415589E-003 1.246031761E+000
 -2.234957879E-003 1.238095284E+000
 -3.087945224E-004 1.230158687E+000
 1.952329651E-003 1.222222209E+000
 4.412481561E-003 1.214285731E+000
 7.056185510E-003 1.206349254E+000
 9.844811633E-003 1.198412657E+000
 1.264942344E-002 1.190476179E+000
 1.544244681E-002 1.182539701E+000
 1.804015972E-002 1.174603224E+000
 2.061114646E-002 1.166666627E+000
 2.344088070E-002 1.158730149E+000
 2.657882497E-002 1.150793672E+000
 3.007221222E-002 1.142857194E+000
 3.393306583E-002 1.134920597E+000
 3.813748434E-002 1.126984119E+000
 4.260292649E-002 1.119047642E+000
 4.749745503E-002 1.111111164E+000
 5.263515562E-002 1.103174567E+000
 5.786260217E-002 1.095238090E+000
 6.315090507E-002 1.087301612E+000
 6.863197684E-002 1.079365134E+000
 7.435677201E-002 1.071428537E+000
 8.050312102E-002 1.063492060E+000
 8.712402731E-002 1.055555582E+000
 9.436792135E-002 1.047619104E+000
 1.022322178E-001 1.039682508E+000
 1.105639338E-001 1.031746030E+000
 1.193260252E-001 1.023809552E+000
 1.283537298E-001 1.015872955E+000
 1.374549270E-001 1.007936478E+000
 1.464418322E-001 1.000000000E+000
