           y_out     y_out_norm         PT_out    density_out          u_out          v_out         ps_out          omega          angle
    -0.56263400      0.8916921       7721.175     0.07914179       61.85544     -122.66071       6945.203     0.05733122       -63.2391
    -0.55898300      0.8871227       7718.785     0.07914000       61.75388     -122.49033       6945.150     0.06021249       -63.2449
    -0.55532800      0.8825482       7716.157     0.07913807       61.64326     -122.30210       6945.090     0.06338044       -63.2508
    -0.55167000      0.8779700       7713.297     0.07913604       61.52368     -122.09567       6945.030     0.06682930       -63.2566
    -0.54800700      0.8733855       7710.341     0.07913396       61.40044     -121.88166       6944.968     0.07039332       -63.2624
    -0.54434100      0.8687972       7707.276     0.07913180       61.27280     -121.65914       6944.902     0.07408850       -63.2682
    -0.54067000      0.8642028       7704.070     0.07912959       61.13889     -121.42569       6944.835     0.07795396       -63.2744
    -0.53699600      0.8596045       7700.812     0.07912729       61.00210     -121.18871       6944.761     0.08188228       -63.2809
    -0.53331700      0.8550000       7697.508     0.07912488       60.86290     -120.94866       6944.679     0.08586543       -63.2879
    -0.52963500      0.8503917       7694.156     0.07912236       60.72138     -120.70524       6944.589     0.08990629       -63.2951
    -0.52594800      0.8457772       7690.791     0.07911968       60.57839     -120.46160       6944.489     0.09396335       -63.3028
    -0.52225800      0.8411589       7687.414     0.07911694       60.43451     -120.21704       6944.383     0.09803603       -63.3108
    -0.51856400      0.8365357       7684.019     0.07911414       60.28970     -119.97124       6944.270     0.10212821       -63.3189
    -0.51486500      0.8319061       7680.617     0.07911129       60.14418     -119.72474       6944.152     0.10623104       -63.3272
    -0.51116400      0.8272741       7677.225     0.07910862       59.99784     -119.47825       6944.039     0.11031987       -63.3358
    -0.50745800      0.8226358       7673.830     0.07910601       59.85076     -119.23076       6943.928     0.11441327       -63.3445
    -0.50374800      0.8179925       7670.440     0.07910346       59.70331     -118.98298       6943.818     0.11850084       -63.3534
    -0.50003300      0.8133429       7667.051     0.07910098       59.55524     -118.73446       6943.710     0.12258696       -63.3624
    -0.49631600      0.8086909       7663.762     0.07909856       59.40975     -118.49300       6943.610     0.12655255       -63.3718
    -0.49259400      0.8040325       7660.559     0.07909606       59.26715     -118.25827       6943.507     0.13041379       -63.3815
    -0.48886900      0.7993705       7657.452     0.07909351       59.12776     -118.03103       6943.401     0.13415942       -63.3914
    -0.48513900      0.7947021       7654.454     0.07909089       58.99221     -117.81235       6943.293     0.13777430       -63.4015
    -0.48140600      0.7900300       7651.740     0.07908830       58.86725     -117.61621       6943.185     0.14104696       -63.4119
    -0.47766900      0.7853529       7649.247     0.07908573       58.75108     -117.43823       6943.068     0.14405198       -63.4225
    -0.47392800      0.7806708       7646.915     0.07908315       58.64144     -117.27344       6942.943     0.14686423       -63.4331
    -0.47018300      0.7759837       7644.739     0.07908057       58.53833     -117.12161       6942.810     0.14948760       -63.4437
    -0.46643400      0.7712916       7642.721     0.07907794       58.44192     -116.98326       6942.666     0.15192060       -63.4544
    -0.46268200      0.7665957       7640.821     0.07907519       58.35036     -116.85535       6942.509     0.15421181       -63.4653
    -0.45892600      0.7618949       7638.938     0.07907238       58.25961     -116.72920       6942.347     0.15648173       -63.4762
    -0.45516600      0.7571890       7637.088     0.07906952       58.17054     -116.60602       6942.179     0.15871177       -63.4870
    -0.45140200      0.7524781       7635.281     0.07906664       58.08375     -116.48650       6942.003     0.16089147       -63.4977
    -0.44763400      0.7477622       7633.540     0.07906381       58.00016     -116.37244       6941.821     0.16299019       -63.5083
    -0.44386300      0.7430426       7632.045     0.07906120       57.92682     -116.27793       6941.640     0.16479238       -63.5186
    -0.44008800      0.7383179       7630.793     0.07905871       57.86368     -116.20276       6941.458     0.16630204       -63.5288
    -0.43631000      0.7335895       7629.808     0.07905633       57.81178     -116.14904       6941.276     0.16748911       -63.5387
    -0.43252700      0.7288548       7629.114     0.07905407       57.77207     -116.11864       6941.094     0.16832591       -63.5485
    -0.42874100      0.7241164       7628.728     0.07905192       57.74527     -116.11282       6940.915     0.16879137       -63.5579
    -0.42495100      0.7193730       7628.693     0.07904991       57.73302     -116.13450       6940.744     0.16883432       -63.5670
    -0.42115800      0.7146258       7629.055     0.07904806       57.73736     -116.18704       6940.585     0.16839780       -63.5756
    -0.41736100      0.7098736       7629.710     0.07904633       57.75439     -116.26226       6940.433     0.16760753       -63.5837
    -0.41356100      0.7051176       7630.662     0.07904471       57.78457     -116.36045       6940.286     0.16645940       -63.5910
    -0.40975700      0.7003567       7631.910     0.07904321       57.82793     -116.48155       6940.141     0.16495566       -63.5976
    -0.40594900      0.6955907       7633.446     0.07904180       57.88416     -116.62523       6939.997     0.16310364       -63.6036
    -0.40213700      0.6908198       7635.259     0.07904047       57.95258     -116.79082       6939.851     0.16091761       -63.6090
    -0.39832200      0.6860451       7637.334     0.07903917       58.03235     -116.97744       6939.700     0.15841603       -63.6141
    -0.39450400      0.6812666       7639.705     0.07903785       58.12495     -117.18796       6939.541     0.15555686       -63.6187
    -0.39068200      0.6764831       7642.269     0.07903650       58.22619     -117.41332       6939.380     0.15246522       -63.6228
    -0.38685700      0.6716959       7645.006     0.07903515       58.33555     -117.65164       6939.217     0.14916545       -63.6263
    -0.38302800      0.6669036       7647.904     0.07903385       58.45250     -117.90131       6939.056     0.14567150       -63.6289
    -0.37919500      0.6621064       7650.950     0.07903266       58.57635     -118.16093       6938.901     0.14199954       -63.6308
    -0.37535900      0.6573054       7654.129     0.07903161       58.70643     -118.42942       6938.751     0.13816651       -63.6320
    -0.37152000      0.6525006       7657.433     0.07903067       58.84219     -118.70590       6938.607     0.13418317       -63.6325
    -0.36767700      0.6476909       7660.853     0.07902984       58.98349     -118.98988       6938.466     0.13005894       -63.6323
    -0.36383100      0.6428773       7664.388     0.07902909       59.13028     -119.28125       6938.327     0.12579724       -63.6314
    -0.35998100      0.6380588       7668.036     0.07902840       59.28255     -119.58010       6938.186     0.12139959       -63.6298
    -0.35612800      0.6332365       7671.795     0.07902776       59.44018     -119.88626       6938.045     0.11686638       -63.6276
    -0.35227200      0.6284105       7675.664     0.07902719       59.60294     -120.19929       6937.904     0.11220174       -63.6247
    -0.34841200      0.6235795       7679.628     0.07902675       59.77002     -120.51795       6937.765     0.10742297       -63.6212
    -0.34454900      0.6187447       7683.657     0.07902644       59.93979     -120.83981       6937.631     0.10256541       -63.6174
    -0.34068300      0.6139061       7687.716     0.07902629       60.11059     -121.16202       6937.505     0.09767094       -63.6132
    -0.33681300      0.6090626       7691.768     0.07902629       60.28072     -121.48146       6937.388     0.09278632       -63.6088
    -0.33294100      0.6042165       7695.773     0.07902643       60.44864     -121.79516       6937.282     0.08795723       -63.6042
    -0.32906500      0.5993655       7699.698     0.07902669       60.61311     -122.10066       6937.185     0.08322491       -63.5993
    -0.32518600      0.5945106       7703.514     0.07902704       60.77314     -122.39606       6937.094     0.07862430       -63.5943
    -0.32130300      0.5896508       7707.196     0.07902744       60.92792     -122.67981       6937.007     0.07418469       -63.5891
    -0.31741800      0.5847885       7710.725     0.07902789       61.07682     -122.95068       6936.922     0.06992977       -63.5837
    -0.31352900      0.5799212       7714.087     0.07902837       61.21935     -123.20779       6936.838     0.06587702       -63.5782
    -0.30963700      0.5750501       7717.276     0.07902894       61.35539     -123.45094       6936.752     0.06203219       -63.5725
    -0.30574300      0.5701765       7720.299     0.07902961       61.48532     -123.68068       6936.666     0.05838702       -63.5667
    -0.30184500      0.5652979       7723.169     0.07903043       61.60982     -123.89793       6936.579     0.05492646       -63.5606
    -0.29794400      0.5604155       7725.896     0.07903140       61.72937     -124.10343       6936.491     0.05163849       -63.5541
    -0.29404000      0.5555294       7728.477     0.07903245       61.84394     -124.29729       6936.401     0.04852637       -63.5474
    -0.29013400      0.5506408       7730.904     0.07903353       61.95307     -124.47898       6936.309     0.04560019       -63.5405
    -0.28622400      0.5457472       7733.162     0.07903456       62.05608     -124.64766       6936.216     0.04287797       -63.5335
    -0.28231200      0.5408511       7735.234     0.07903548       62.15221     -124.80249       6936.117     0.04038065       -63.5265
    -0.27839700      0.5359512       7737.154     0.07903625       62.24276     -124.94618       6936.014     0.03806484       -63.5195
    -0.27447900      0.5310476       7738.947     0.07903690       62.32872     -125.08053       6935.907     0.03590337       -63.5125
    -0.27055900      0.5261414       7740.630     0.07903743       62.41081     -125.20690       6935.794     0.03387384       -63.5055
    -0.26663600      0.5212315       7742.213     0.07903786       62.48923     -125.32590       6935.679     0.03196586       -63.4985
    -0.26271000      0.5163179       7743.700     0.07903819       62.56395     -125.43771       6935.563     0.03017309       -63.4916
    -0.25878200      0.5114018       7745.097     0.07903843       62.63513     -125.54247       6935.452     0.02848868       -63.4847
    -0.25485100      0.5064819       7746.411     0.07903858       62.70309     -125.64051       6935.346     0.02690409       -63.4777
    -0.25091800      0.5015594       7747.648     0.07903866       62.76807     -125.73222       6935.247     0.02541238       -63.4707
    -0.24698300      0.4966345       7748.812     0.07903869       62.83019     -125.81794       6935.154     0.02400962       -63.4637
    -0.24304500      0.4917059       7749.905     0.07903870       62.88960     -125.89799       6935.064     0.02269215       -63.4566
    -0.23910400      0.4867735       7750.927     0.07903871       62.94640     -125.97248       6934.978     0.02145931       -63.4494
    -0.23516200      0.4818398       7751.860     0.07903872       62.99980     -126.04012       6934.893     0.02033425       -63.4423
    -0.23121800      0.4769036       7752.711     0.07903876       63.04991     -126.10139       6934.812     0.01930827       -63.4352
    -0.22727200      0.4719650       7753.471     0.07903880       63.09624     -126.15565       6934.734     0.01839285       -63.4283
    -0.22332300      0.4670225       7754.135     0.07903884       63.13867     -126.20269       6934.660     0.01759196       -63.4214
    -0.21937300      0.4620788       7754.710     0.07903887       63.17754     -126.24285       6934.590     0.01689871       -63.4146
    -0.21542100      0.4571327       7755.208     0.07903890       63.21347     -126.27695       6934.525     0.01629840       -63.4077
    -0.21146700      0.4521840       7755.642     0.07903893       63.24701     -126.30597       6934.463     0.01577459       -63.4008
    -0.20751100      0.4472328       7756.013     0.07903895       63.27810     -126.32999       6934.406     0.01532693       -63.3939
    -0.20355400      0.4422804       7756.335     0.07903899       63.30716     -126.34999       6934.353     0.01493933       -63.3870
    -0.19959600      0.4373267       7756.613     0.07903907       63.33440     -126.36649       6934.303     0.01460451       -63.3801
    -0.19563600      0.4323705       7756.844     0.07903918       63.35970     -126.37929       6934.257     0.01432508       -63.3733
    -0.19167500      0.4274130       7757.030     0.07903935       63.38310     -126.38829       6934.216     0.01410180       -63.3665
    -0.18771300      0.4224543       7757.172     0.07903958       63.40483     -126.39371       6934.180     0.01392989       -63.3596
    -0.18374900      0.4174931       7757.276     0.07903986       63.42505     -126.39583       6934.148     0.01380470       -63.3526
    -0.17978500      0.4125319       7757.360     0.07904017       63.44433     -126.39607       6934.120     0.01370374       -63.3457
    -0.17582000      0.4075695       7757.436     0.07904052       63.46297     -126.39552       6934.098     0.01361129       -63.3389
    -0.17185400      0.4026058       7757.513     0.07904089       63.48114     -126.39483       6934.079     0.01351904       -63.3321
    -0.16788700      0.3976408       7757.602     0.07904126       63.49945     -126.39488       6934.063     0.01341222       -63.3255
    -0.16392000      0.3926758       7757.727     0.07904163       63.51904     -126.39746       6934.050     0.01326087       -63.3189
    -0.15995300      0.3877109       7757.924     0.07904200       63.54137     -126.40516       6934.038     0.01302338       -63.3122
    -0.15598500      0.3827447       7758.170     0.07904240       63.56557     -126.41613       6934.029     0.01272675       -63.3055
    -0.15201800      0.3777797       7758.461     0.07904280       63.59140     -126.43013       6934.024     0.01237577       -63.2987
    -0.14805000      0.3728135       7758.790     0.07904322       63.61851     -126.44665       6934.022     0.01197915       -63.2919
    -0.14408200      0.3678473       7759.150     0.07904360       63.64670     -126.46530       6934.022     0.01154545       -63.2851
    -0.14011500      0.3628824       7759.519     0.07904394       63.67520     -126.48450       6934.024     0.01110053       -63.2783
    -0.13614900      0.3579186       7759.878     0.07904429       63.70309     -126.50266       6934.030     0.01066718       -63.2715
    -0.13218200      0.3529537       7760.217     0.07904466       63.72987     -126.51896       6934.043     0.01025834       -63.2648
    -0.12821700      0.3479912       7760.528     0.07904508       63.75512     -126.53274       6934.061     0.00988395       -63.2582
    -0.12425300      0.3430300       7760.785     0.07904563       63.77800     -126.54197       6934.087     0.00957400       -63.2516
    -0.12028900      0.3380688       7761.026     0.07904632       63.79989     -126.54937       6934.122     0.00928288       -63.2450
    -0.11632700      0.3331101       7761.272     0.07904713       63.82166     -126.55633       6934.164     0.00898666       -63.2384
    -0.11236700      0.3281539       7761.537     0.07904807       63.84391     -126.56390       6934.215     0.00866752       -63.2318
    -0.10840800      0.3231990       7761.848     0.07904916       63.86754     -126.57397       6934.276     0.00829225       -63.2251
    -0.10445100      0.3182466       7762.209     0.07905036       63.89253     -126.58692       6934.347     0.00785762       -63.2184
    -0.10049600      0.3132966       7762.598     0.07905161       63.91797     -126.60147       6934.426     0.00738833       -63.2119
    -0.09654300      0.3083492       7763.007     0.07905290       63.94344     -126.61712       6934.512     0.00689471       -63.2056
    -0.09259200      0.3034043       7763.431     0.07905421       63.96874     -126.63363       6934.604     0.00638359       -63.1995
    -0.08864500      0.2984643       7763.868     0.07905550       63.99405     -126.65091       6934.701     0.00585737       -63.1935
    -0.08470000      0.2935269       7764.316     0.07905680       64.01956     -126.66879       6934.801     0.00531728       -63.1876
    -0.08075800      0.2885932       7764.782     0.07905812       64.04568     -126.68779       6934.904     0.00475439       -63.1816
    -0.07681900      0.2836633       7765.277     0.07905948       64.07279     -126.70859       6935.010     0.00415767       -63.1756
    -0.07288400      0.2787384       7765.815     0.07906090       64.10144     -126.73226       6935.119     0.00350896       -63.1696
    -0.06895200      0.2738173       7766.376     0.07906239       64.13048     -126.75724       6935.232     0.00283329       -63.1637
    -0.06502500      0.2689024       7766.949     0.07906395       64.15948     -126.78282       6935.352     0.00214205       -63.1579
    -0.06110200      0.2639925       7767.524     0.07906559       64.18799     -126.80808       6935.478     0.00144922       -63.1523
    -0.05718300      0.2590876       7768.075     0.07906731       64.21503     -126.83104       6935.612     0.00078501       -63.1467
    -0.05326900      0.2541890       7768.602     0.07906910       64.24066     -126.85193       6935.752     0.00014873       -63.1413
    -0.04936000      0.2492966       7769.106     0.07907092       64.26481     -126.87076       6935.899    -0.00045826       -63.1361
    -0.04545600      0.2444105       7769.587     0.07907277       64.28746     -126.88783       6936.049    -0.00103819       -63.1310
    -0.04155800      0.2395319       7770.054     0.07907459       64.30886     -126.90398       6936.203    -0.00160096       -63.1263
    -0.03766600      0.2346608       7770.519     0.07907641       64.32948     -126.92004       6936.361    -0.00216196       -63.1218
    -0.03377900      0.2297960       7770.989     0.07907823       64.34959     -126.93637       6936.523    -0.00272829       -63.1176
    -0.02990000      0.2249412       7771.468     0.07908005       64.36956     -126.95321       6936.689    -0.00330619       -63.1135
    -0.02602700      0.2200939       7771.965     0.07908190       64.38989     -126.97082       6936.862    -0.00390499       -63.1094
    -0.02216100      0.2152553       7772.469     0.07908379       64.41019     -126.98854       6937.041    -0.00451309       -63.1053
    -0.01830200      0.2104255       7772.972     0.07908572       64.42993     -127.00594       6937.226    -0.00511989       -63.1014
    -0.01445200      0.2056070       7773.468     0.07908769       64.44863     -127.02267       6937.415    -0.00571747       -63.0977
    -0.01060900      0.2007972       7773.944     0.07908966       64.46589     -127.03814       6937.607    -0.00629186       -63.0943
    -0.00677500      0.1959987       7774.389     0.07909157       64.48140     -127.05146       6937.800    -0.00682803       -63.0912
    -0.00295000      0.1912115       7774.812     0.07909345       64.49563     -127.06333       6937.995    -0.00733768       -63.0883
     0.00086600      0.1864355       7775.209     0.07909528       64.50863     -127.07359       6938.190    -0.00781725       -63.0855
     0.00467200      0.1816721       7775.579     0.07909708       64.52033     -127.08198       6938.385    -0.00826325       -63.0828
     0.00846900      0.1769199       7775.898     0.07909886       64.52990     -127.08687       6938.578    -0.00864696       -63.0803
     0.01225500      0.1721815       7776.161     0.07910067       64.53713     -127.08803       6938.770    -0.00896459       -63.0779
     0.01603000      0.1674568       7776.383     0.07910252       64.54241     -127.08641       6938.960    -0.00923162       -63.0757
     0.01979300      0.1627472       7776.565     0.07910442       64.54584     -127.08222       6939.149    -0.00945127       -63.0737
     0.02354500      0.1580513       7776.715     0.07910638       64.54763     -127.07604       6939.336    -0.00963197       -63.0719
     0.02728400      0.1533717       7776.842     0.07910839       64.54821     -127.06861       6939.519    -0.00978494       -63.0704
     0.03101100      0.1487071       7776.962     0.07911043       64.54837     -127.06121       6939.698    -0.00992993       -63.0690
     0.03472500      0.1440588       7777.091     0.07911248       64.54860     -127.05492       6939.873    -0.01008624       -63.0677
     0.03842500      0.1394280       7777.232     0.07911452       64.54896     -127.04977       6940.046    -0.01025515       -63.0667
     0.04211000      0.1348160       7777.376     0.07911654       64.54924     -127.04528       6940.216    -0.01042976       -63.0658
     0.04578000      0.1302228       7777.514     0.07911856       64.54898     -127.04053       6940.386    -0.01059553       -63.0650
     0.04943500      0.1256483       7777.628     0.07912056       64.54754     -127.03424       6940.555    -0.01073266       -63.0644
     0.05307400      0.1210939       7777.669     0.07912254       64.54317     -127.02281       6940.724    -0.01078210       -63.0638
     0.05669700      0.1165594       7777.638     0.07912449       64.53588     -127.00645       6940.891    -0.01074529       -63.0635
     0.06030200      0.1120476       7777.543     0.07912642       64.52595     -126.98561       6941.058    -0.01063083       -63.0632
     0.06388800      0.1075594       7777.387     0.07912831       64.51363     -126.96069       6941.222    -0.01044283       -63.0631
     0.06745600      0.1030939       7777.181     0.07913016       64.49932     -126.93235       6941.384    -0.01019442       -63.0631
     0.07100400      0.0986533       7776.938     0.07913200       64.48342     -126.90129       6941.548    -0.00990119       -63.0631
     0.07455500      0.0942090       7776.665     0.07913382       64.46621     -126.86815       6941.713    -0.00957264       -63.0633
     0.07810400      0.0897672       7776.369     0.07913553       64.44772     -126.83326       6941.880    -0.00921532       -63.0635
     0.07810400      0.0897672       7776.369     0.07913553       64.44772     -126.83326       6941.880    -0.00921532       -63.0635
     0.08145500      0.0855732       7776.056     0.07913719       64.42896     -126.79846       6942.033    -0.00883825       -63.0639
     0.08437900      0.0819136       7775.754     0.07913864       64.41135     -126.76623       6942.164    -0.00847402       -63.0644
     0.08699300      0.0786421       7775.456     0.07913989       64.39437     -126.73554       6942.280    -0.00811449       -63.0649
     0.08934300      0.0757009       7775.159     0.07914099       64.37783     -126.70604       6942.383    -0.00775590       -63.0654
     0.09147000      0.0730388       7774.863     0.07914197       64.36173     -126.67751       6942.476    -0.00739915       -63.0660
     0.09340800      0.0706133       7774.561     0.07914284       64.34575     -126.64933       6942.559    -0.00703487       -63.0666
     0.09518500      0.0683892       7774.257     0.07914362       64.32998     -126.62164       6942.635    -0.00666841       -63.0672
     0.09682500      0.0663367       7773.956     0.07914433       64.31461     -126.59474       6942.704    -0.00630581       -63.0678
     0.09834600      0.0644330       7773.659     0.07914497       64.29963     -126.56860       6942.767    -0.00594802       -63.0684
     0.09976600      0.0626558       7773.367     0.07914555       64.28502     -126.54319       6942.826    -0.00559599       -63.0690
     0.10109800      0.0609887       7773.080     0.07914609       64.27077     -126.51846       6942.880    -0.00524966       -63.0696
     0.10235500      0.0594155       7772.798     0.07914659       64.25687     -126.49437       6942.931    -0.00490940       -63.0702
     0.10354600      0.0579249       7772.520     0.07914706       64.24327     -126.47088       6942.978    -0.00457486       -63.0708
     0.10468200      0.0565031       7772.247     0.07914750       64.22996     -126.44792       6943.023    -0.00424570       -63.0714
     0.10577000      0.0551414       7771.978     0.07914792       64.21689     -126.42543       6943.066    -0.00392153       -63.0720
     0.10681700      0.0538310       7771.713     0.07914831       64.20402     -126.40336       6943.107    -0.00360160       -63.0726
     0.10782900      0.0525645       7771.451     0.07914869       64.19133     -126.38165       6943.146    -0.00328530       -63.0732
     0.10881300      0.0513329       7771.191     0.07914905       64.17876     -126.36021       6943.184    -0.00297181       -63.0738
     0.10977300      0.0501314       7770.932     0.07914940       64.16628     -126.33900       6943.220    -0.00266032       -63.0745
     0.11071400      0.0489537       7770.675     0.07914973       64.15385     -126.31795       6943.256    -0.00235005       -63.0751
     0.11164100      0.0477935       7770.418     0.07915006       64.14143     -126.29699       6943.291    -0.00203998       -63.0757
     0.11255700      0.0466471       7770.160     0.07915039       64.12898     -126.27604       6943.325    -0.00172931       -63.0764
     0.11346800      0.0455069       7769.901     0.07915070       64.11645     -126.25506       6943.359    -0.00141699       -63.0770
     0.11437700      0.0443692       7769.640     0.07915101       64.10381     -126.23395       6943.393    -0.00110208       -63.0777
     0.11528700      0.0432303       7769.376     0.07915132       64.09101     -126.21266       6943.426    -0.00078352       -63.0785
     0.11620400      0.0420826       7769.107     0.07915163       64.07800     -126.19110       6943.460    -0.00046019       -63.0792
     0.11713100      0.0409224       7768.834     0.07915194       64.06474     -126.16919       6943.494    -0.00013087       -63.0800
     0.11807200      0.0397447       7768.555     0.07915224       64.05116     -126.14686       6943.528     0.00020568       -63.0808
     0.11903300      0.0385419       7768.269     0.07915255       64.03722     -126.12400       6943.562     0.00055081       -63.0816
     0.12001700      0.0373104       7767.974     0.07915286       64.02284     -126.10051       6943.597     0.00090608       -63.0825
     0.12103000      0.0360426       7767.670     0.07915318       64.00797     -126.07629       6943.633     0.00127315       -63.0834
     0.12207700      0.0347322       7767.354     0.07915350       63.99252     -126.05122       6943.670     0.00165382       -63.0844
     0.12316600      0.0333692       7767.025     0.07915382       63.97640     -126.02515       6943.708     0.00205020       -63.0855
     0.12430300      0.0319462       7766.682     0.07915416       63.95953     -125.99795       6943.747     0.00246471       -63.0866
     0.12549600      0.0304531       7766.321     0.07915450       63.94179     -125.96942       6943.788     0.00289982       -63.0878
     0.12675400      0.0288786       7765.940     0.07915485       63.92307     -125.93939       6943.831     0.00335892       -63.0890
     0.12808800      0.0272090       7765.536     0.07915520       63.90322     -125.90760       6943.876     0.00384529       -63.0904
     0.12951000      0.0254293       7765.107     0.07915557       63.88208     -125.87379       6943.923     0.00436331       -63.0918
     0.13103400      0.0235219       7764.647     0.07915595       63.85947     -125.83764       6943.973     0.00491821       -63.0933
     0.13267600      0.0214668       7764.151     0.07915635       63.83514     -125.79874       6944.027     0.00551524       -63.0950
     0.13445700      0.0192378       7763.614     0.07915675       63.80883     -125.75666       6944.083     0.00616280       -63.0968
     0.13640000      0.0168060       7763.026     0.07915716       63.78011     -125.71063       6944.144     0.00687218       -63.0987
     0.13853300      0.0141364       7762.376     0.07915759       63.74847     -125.65968       6944.211     0.00765629       -63.1008
     0.14089000      0.0111865       7761.651     0.07915800       63.71342     -125.60322       6944.282     0.00852977       -63.1032
     0.14351100      0.0079061       7760.839     0.07915843       63.67422     -125.54001       6944.360     0.00950916       -63.1058
     0.14647000      0.0042028       7759.921     0.07915890       63.62991     -125.46848       6944.449     0.01061543       -63.1087
     0.14982800      0.0000000       7758.853     0.07915931       63.57883     -125.38694       6944.532     0.01190282       -63.1122
