           y_out     y_out_norm         PT_out    density_out          u_out          v_out         ps_out          omega          angle
    -0.48886900      0.7993705       7653.333     0.07944285       58.83587     -117.24174       6945.400     0.14103134       -63.3510
    -0.48513900      0.7947021       7649.737     0.07943908       58.68244     -116.98157       6945.200     0.14537116       -63.3599
    -0.48140600      0.7900300       7646.278     0.07943547       58.53345     -116.73130       6945.006     0.14954697       -63.3691
    -0.47766900      0.7853529       7642.906     0.07943196       58.38745     -116.48752       6944.810     0.15361611       -63.3784
    -0.47392800      0.7806708       7639.626     0.07942852       58.24467     -116.25046       6944.615     0.15757618       -63.3879
    -0.47018300      0.7759837       7636.447     0.07942514       58.10566     -116.02111       6944.418     0.16141325       -63.3974
    -0.46643400      0.7712916       7633.410     0.07942182       57.97212     -115.80296       6944.218     0.16507855       -63.4070
    -0.46268200      0.7665957       7630.709     0.07941856       57.85190     -115.61172       6944.018     0.16833897       -63.4167
    -0.45892600      0.7618949       7628.252     0.07941531       57.74187     -115.44010       6943.814     0.17130412       -63.4263
    -0.45516600      0.7571890       7626.050     0.07941210       57.64245     -115.28895       6943.607     0.17396274       -63.4358
    -0.45140200      0.7524781       7624.113     0.07940892       57.55422     -115.15944       6943.396     0.17630065       -63.4451
    -0.44763400      0.7477622       7622.470     0.07940579       57.47835     -115.05384       6943.183     0.17828420       -63.4543
    -0.44386300      0.7430426       7621.238     0.07940274       57.41970     -114.98185       6942.966     0.17977038       -63.4633
    -0.44008800      0.7383179       7620.242     0.07939973       57.37112     -114.92900       6942.748     0.18097341       -63.4722
    -0.43631000      0.7335895       7619.479     0.07939677       57.33258     -114.89518       6942.528     0.18189384       -63.4808
    -0.43252700      0.7288548       7618.952     0.07939386       57.30418     -114.88045       6942.308     0.18252965       -63.4893
    -0.42874100      0.7241164       7618.665     0.07939102       57.28599     -114.88500       6942.089     0.18287698       -63.4974
    -0.42495100      0.7193730       7618.666     0.07938829       57.27997     -114.91280       6941.871     0.18287562       -63.5054
    -0.42115800      0.7146258       7619.046     0.07938572       57.28984     -114.97102       6941.658     0.18241604       -63.5130
    -0.41736100      0.7098736       7619.727     0.07938326       57.31251     -115.05305       6941.449     0.18159467       -63.5203
    -0.41356100      0.7051176       7620.717     0.07938091       57.34853     -115.15950       6941.244     0.18039933       -63.5271
    -0.40975700      0.7003567       7622.023     0.07937869       57.39827     -115.29065       6941.044     0.17882305       -63.5333
    -0.40594900      0.6955907       7623.645     0.07937658       57.46177     -115.44637       6940.850     0.17686585       -63.5388
    -0.40213700      0.6908198       7625.573     0.07937459       57.53869     -115.62584       6940.659     0.17453871       -63.5438
    -0.39832200      0.6860451       7627.790     0.07937271       57.62837     -115.82776       6940.470     0.17186197       -63.5480
    -0.39450400      0.6812666       7630.320     0.07937105       57.73188     -116.05369       6940.282     0.16880888       -63.5516
    -0.39068200      0.6764831       7633.053     0.07936958       57.84452     -116.29482       6940.095     0.16550983       -63.5545
    -0.38685700      0.6716959       7635.962     0.07936833       57.96517     -116.54899       6939.907     0.16199785       -63.5567
    -0.38302800      0.6669036       7639.027     0.07936730       58.09267     -116.81397       6939.723     0.15829887       -63.5584
    -0.37919500      0.6621064       7642.220     0.07936647       58.22581     -117.08745       6939.546     0.15444415       -63.5595
    -0.37535900      0.6573054       7645.514     0.07936582       58.36338     -117.36714       6939.375     0.15046844       -63.5601
    -0.37152000      0.6525006       7648.881     0.07936525       58.50414     -117.65069       6939.212     0.14640467       -63.5602
    -0.36767700      0.6476909       7652.291     0.07936472       58.64699     -117.93593       6939.054     0.14228911       -63.5598
    -0.36383100      0.6428773       7655.721     0.07936421       58.79113     -118.22137       6938.899     0.13814803       -63.5590
    -0.35998100      0.6380588       7659.165     0.07936369       58.93630     -118.50672       6938.744     0.13399087       -63.5577
    -0.35612800      0.6332365       7662.635     0.07936318       59.08286     -118.79298       6938.588     0.12980251       -63.5561
    -0.35227200      0.6284105       7666.157     0.07936273       59.23186     -119.08202       6938.432     0.12555180       -63.5541
    -0.34841200      0.6235795       7669.747     0.07936239       59.38419     -119.37489       6938.278     0.12121829       -63.5515
    -0.34454900      0.6187447       7673.396     0.07936220       59.53944     -119.67052       6938.128     0.11681368       -63.5484
    -0.34068300      0.6139061       7677.077     0.07936221       59.69625     -119.96674       6937.983     0.11237091       -63.5448
    -0.33681300      0.6090626       7680.758     0.07936240       59.85301     -120.26131       6937.842     0.10792800       -63.5409
    -0.33294100      0.6042165       7684.415     0.07936274       60.00856     -120.55265       6937.705     0.10351377       -63.5368
    -0.32906500      0.5993655       7688.036     0.07936320       60.16249     -120.84001       6937.569     0.09914302       -63.5327
    -0.32518600      0.5945106       7691.618     0.07936374       60.31486     -121.12327       6937.435     0.09481860       -63.5284
    -0.32130300      0.5896508       7695.164     0.07936437       60.46585     -121.40245       6937.301     0.09053906       -63.5239
    -0.31741800      0.5847885       7698.669     0.07936509       60.61546     -121.67721       6937.169     0.08630806       -63.5191
    -0.31352900      0.5799212       7702.120     0.07936590       60.76313     -121.94647       6937.041     0.08214234       -63.5140
    -0.30963700      0.5750501       7705.496     0.07936678       60.90780     -122.20866       6936.916     0.07806756       -63.5087
    -0.30574300      0.5701765       7708.777     0.07936771       61.04847     -122.46239       6936.797     0.07410706       -63.5034
    -0.30184500      0.5652979       7711.953     0.07936867       61.18456     -122.70681       6936.685     0.07027414       -63.4981
    -0.29794400      0.5604155       7715.022     0.07936968       61.31599     -122.94175       6936.583     0.06656987       -63.4927
    -0.29404000      0.5555294       7717.985     0.07937072       61.44297     -123.16748       6936.489     0.06299311       -63.4874
    -0.29013400      0.5506408       7720.850     0.07937178       61.56592     -123.38448       6936.402     0.05953517       -63.4819
    -0.28622400      0.5457472       7723.618     0.07937285       61.68520     -123.59311       6936.322     0.05619330       -63.4763
    -0.28231200      0.5408511       7726.285     0.07937392       61.80083     -123.79317       6936.243     0.05297517       -63.4704
    -0.27839700      0.5359512       7728.868     0.07937500       61.91358     -123.98609       6936.167     0.04985718       -63.4643
    -0.27447900      0.5310476       7731.371     0.07937613       62.02353     -124.17211       6936.094     0.04683578       -63.4580
    -0.27055900      0.5261414       7733.787     0.07937733       62.13028     -124.35075       6936.024     0.04391911       -63.4516
    -0.26663600      0.5212315       7736.095     0.07937858       62.23270     -124.52048       6935.959     0.04113386       -63.4451
    -0.26271000      0.5163179       7738.264     0.07937991       62.32941     -124.67911       6935.901     0.03851518       -63.4387
    -0.25878200      0.5114018       7740.270     0.07938129       62.41944     -124.82463       6935.852     0.03609417       -63.4323
    -0.25485100      0.5064819       7742.101     0.07938269       62.50267     -124.95602       6935.812     0.03388376       -63.4259
    -0.25091800      0.5015594       7743.765     0.07938409       62.57967     -125.07359       6935.785     0.03187528       -63.4192
    -0.24698300      0.4966345       7745.280     0.07938551       62.65124     -125.17873       6935.770     0.03004687       -63.4123
    -0.24304500      0.4917059       7746.667     0.07938695       62.71824     -125.27336       6935.763     0.02837235       -63.4051
    -0.23910400      0.4867735       7747.945     0.07938840       62.78140     -125.35922       6935.761     0.02682985       -63.3977
    -0.23516200      0.4818398       7749.116     0.07938982       62.84082     -125.43688       6935.758     0.02541703       -63.3902
    -0.23121800      0.4769036       7750.220     0.07939121       62.89813     -125.50924       6935.757     0.02408435       -63.3826
    -0.22727200      0.4719650       7751.272     0.07939257       62.95407     -125.57731       6935.759     0.02281368       -63.3746
    -0.22332300      0.4670225       7752.288     0.07939389       63.00915     -125.64209       6935.763     0.02158761       -63.3664
    -0.21937300      0.4620788       7753.278     0.07939518       63.06350     -125.70434       6935.771     0.02039317       -63.3579
    -0.21542100      0.4571327       7754.245     0.07939647       63.11707     -125.76430       6935.786     0.01922545       -63.3494
    -0.21146700      0.4521840       7755.184     0.07939780       63.16948     -125.82151       6935.807     0.01809261       -63.3408
    -0.20751100      0.4472328       7756.060     0.07939920       63.21924     -125.87368       6935.833     0.01703548       -63.3322
    -0.20355400      0.4422804       7756.853     0.07940064       63.26552     -125.91957       6935.862     0.01607737       -63.3238
    -0.19959600      0.4373267       7757.569     0.07940206       63.30865     -125.95972       6935.893     0.01521359       -63.3154
    -0.19563600      0.4323705       7758.217     0.07940341       63.34920     -125.99500       6935.924     0.01443150       -63.3071
    -0.19167500      0.4274130       7758.809     0.07940465       63.38770     -126.02637       6935.952     0.01371715       -63.2989
    -0.18771300      0.4224543       7759.349     0.07940577       63.42427     -126.05424       6935.979     0.01306455       -63.2907
    -0.18374900      0.4174931       7759.829     0.07940678       63.45841     -126.07795       6936.004     0.01248595       -63.2827
    -0.17978500      0.4125319       7760.257     0.07940773       63.49036     -126.09802       6936.030     0.01196912       -63.2747
    -0.17582000      0.4075695       7760.657     0.07940868       63.52096     -126.11579       6936.059     0.01148673       -63.2669
    -0.17185400      0.4026058       7761.043     0.07940965       63.55083     -126.13243       6936.092     0.01101976       -63.2591
    -0.16788700      0.3976408       7761.432     0.07941061       63.58049     -126.14899       6936.128     0.01055128       -63.2514
    -0.16392000      0.3926758       7761.838     0.07941158       63.61062     -126.16686       6936.166     0.01006022       -63.2437
    -0.15995300      0.3877109       7762.289     0.07941258       63.64222     -126.18793       6936.203     0.00951672       -63.2361
    -0.15598500      0.3827447       7762.772     0.07941363       63.67486     -126.21119       6936.244     0.00893283       -63.2286
    -0.15201800      0.3777797       7763.283     0.07941475       63.70816     -126.23606       6936.291     0.00831594       -63.2211
    -0.14805000      0.3728135       7763.810     0.07941591       63.74155     -126.26155       6936.345     0.00768070       -63.2136
    -0.14408200      0.3678473       7764.335     0.07941712       63.77438     -126.28639       6936.407     0.00704709       -63.2063
    -0.14011500      0.3628824       7764.839     0.07941835       63.80603     -126.30920       6936.476     0.00643871       -63.1990
    -0.13614900      0.3579186       7765.316     0.07941960       63.83638     -126.32968       6936.551     0.00586225       -63.1918
    -0.13218200      0.3529537       7765.758     0.07942088       63.86508     -126.34741       6936.629     0.00532852       -63.1847
    -0.12821700      0.3479912       7766.159     0.07942218       63.89176     -126.36205       6936.709     0.00484537       -63.1777
    -0.12425300      0.3430300       7766.500     0.07942350       63.91573     -126.37225       6936.793     0.00443392       -63.1709
    -0.12028900      0.3380688       7766.812     0.07942487       63.93819     -126.37994       6936.884     0.00405691       -63.1642
    -0.11632700      0.3331101       7767.107     0.07942627       63.95970     -126.38592       6936.981     0.00370049       -63.1576
    -0.11236700      0.3281539       7767.388     0.07942770       63.98031     -126.39047       6937.083     0.00336175       -63.1509
    -0.10840800      0.3231990       7767.657     0.07942917       64.00003     -126.39390       6937.191     0.00303716       -63.1445
    -0.10445100      0.3182466       7767.922     0.07943069       64.01909     -126.39681       6937.303     0.00271748       -63.1381
    -0.10049600      0.3132966       7768.186     0.07943225       64.03763     -126.39941       6937.420     0.00239885       -63.1319
    -0.09654300      0.3083492       7768.448     0.07943384       64.05560     -126.40173       6937.541     0.00208232       -63.1258
    -0.09259200      0.3034043       7768.706     0.07943546       64.07295     -126.40372       6937.665     0.00177087       -63.1199
    -0.08864500      0.2984643       7768.961     0.07943710       64.08980     -126.40539       6937.792     0.00146259       -63.1142
    -0.08470000      0.2935269       7769.220     0.07943880       64.10632     -126.40690       6937.925     0.00115058       -63.1085
    -0.08075800      0.2885932       7769.484     0.07944056       64.12263     -126.40837       6938.065     0.00083125       -63.1029
    -0.07681900      0.2836633       7769.750     0.07944238       64.13857     -126.40947       6938.211     0.00051020       -63.0973
    -0.07288400      0.2787384       7770.002     0.07944426       64.15350     -126.40906       6938.365     0.00020680       -63.0919
    -0.06895200      0.2738173       7770.242     0.07944618       64.16738     -126.40764       6938.524    -0.00008310       -63.0866
    -0.06502500      0.2689024       7770.476     0.07944814       64.18051     -126.40568       6938.686    -0.00036617       -63.0815
    -0.06110200      0.2639925       7770.717     0.07945013       64.19351     -126.40405       6938.852    -0.00065672       -63.0765
    -0.05718300      0.2590876       7770.985     0.07945215       64.20735     -126.40429       6939.020    -0.00098073       -63.0716
    -0.05326900      0.2541890       7771.271     0.07945420       64.22139     -126.40569       6939.191    -0.00132530       -63.0668
    -0.04936000      0.2492966       7771.570     0.07945627       64.23543     -126.40807       6939.365    -0.00168633       -63.0622
    -0.04545600      0.2444105       7771.879     0.07945835       64.24934     -126.41124       6939.541    -0.00205963       -63.0577
    -0.04155800      0.2395319       7772.203     0.07946039       64.26332     -126.41575       6939.717    -0.00245026       -63.0535
    -0.03766600      0.2346608       7772.525     0.07946243       64.27668     -126.42032       6939.894    -0.00283944       -63.0496
    -0.03377900      0.2297960       7772.846     0.07946446       64.28942     -126.42493       6940.073    -0.00322703       -63.0458
    -0.02990000      0.2249412       7773.169     0.07946650       64.30169     -126.42975       6940.254    -0.00361670       -63.0423
    -0.02602700      0.2200939       7773.499     0.07946854       64.31381     -126.43513       6940.436    -0.00401441       -63.0389
    -0.02216100      0.2152553       7773.828     0.07947062       64.32551     -126.44049       6940.621    -0.00441206       -63.0357
    -0.01830200      0.2104255       7774.150     0.07947272       64.33650     -126.44527       6940.808    -0.00480059       -63.0326
    -0.01445200      0.2056070       7774.456     0.07947486       64.34648     -126.44888       6940.997    -0.00517009       -63.0297
    -0.01060900      0.2007972       7774.722     0.07947702       64.35462     -126.44958       6941.187    -0.00549079       -63.0269
    -0.00677500      0.1959987       7774.909     0.07947919       64.35958     -126.44459       6941.378    -0.00571698       -63.0242
    -0.00295000      0.1912115       7775.045     0.07948137       64.36215     -126.43598       6941.571    -0.00588115       -63.0217
     0.00086600      0.1864355       7775.129     0.07948354       64.36229     -126.42378       6941.765    -0.00598262       -63.0194
     0.00467200      0.1816721       7775.166     0.07948569       64.36014     -126.40829       6941.959    -0.00602655       -63.0173
     0.00846900      0.1769199       7775.145     0.07948783       64.35551     -126.38877       6942.155    -0.00600159       -63.0154
     0.01225500      0.1721815       7775.094     0.07948996       64.34941     -126.36712       6942.351    -0.00593973       -63.0136
     0.01603000      0.1674568       7775.040     0.07949208       64.34282     -126.34542       6942.547    -0.00587415       -63.0120
     0.01979300      0.1627472       7774.991     0.07949419       64.33606     -126.32431       6942.744    -0.00581501       -63.0106
     0.02354500      0.1580513       7774.953     0.07949628       64.32936     -126.30425       6942.939    -0.00576935       -63.0093
     0.02728400      0.1533717       7774.933     0.07949835       64.32300     -126.28584       6943.134    -0.00574522       -63.0082
     0.03101100      0.1487071       7774.937     0.07950037       64.31725     -126.26968       6943.325    -0.00575076       -63.0073
     0.03472500      0.1440588       7774.954     0.07950236       64.31152     -126.25487       6943.513    -0.00577045       -63.0067
     0.03842500      0.1394280       7774.976     0.07950432       64.30562     -126.24102       6943.699    -0.00579799       -63.0063
     0.04211000      0.1348160       7774.999     0.07950625       64.29929     -126.22766       6943.882    -0.00582563       -63.0061
     0.04578000      0.1302228       7775.015     0.07950815       64.29227     -126.21429       6944.063    -0.00584490       -63.0062
     0.04943500      0.1256483       7775.018     0.07951003       64.28428     -126.20040       6944.241    -0.00584811       -63.0065
     0.05307400      0.1210939       7774.994     0.07951189       64.27484     -126.18499       6944.418    -0.00581887       -63.0071
     0.05669700      0.1165594       7774.945     0.07951372       64.26405     -126.16823       6944.593    -0.00576050       -63.0079
     0.06030200      0.1120476       7774.877     0.07951553       64.25209     -126.15038       6944.766    -0.00567848       -63.0089
     0.06388800      0.1075594       7774.792     0.07951731       64.23914     -126.13167       6944.938    -0.00557570       -63.0102
     0.06745600      0.1030939       7774.694     0.07951907       64.22545     -126.11236       6945.107    -0.00545766       -63.0115
     0.07100400      0.0986533       7774.589     0.07952082       64.21123     -126.09268       6945.277    -0.00533072       -63.0131
     0.07455500      0.0942090       7774.480     0.07952254       64.19661     -126.07281       6945.446    -0.00519844       -63.0147
     0.07810400      0.0897672       7774.367     0.07952419       64.18161     -126.05293       6945.615    -0.00506252       -63.0164
     0.07810400      0.0897672       7774.367     0.07952419       64.18161     -126.05293       6945.615    -0.00506252       -63.0164
     0.08145500      0.0855732       7774.255     0.07952575       64.16720     -126.03411       6945.771    -0.00492742       -63.0182
     0.08437900      0.0819136       7774.154     0.07952710       64.15442     -126.01760       6945.906    -0.00480527       -63.0198
     0.08699300      0.0786421       7774.060     0.07952826       64.14278     -126.00270       6946.026    -0.00469130       -63.0212
     0.08934300      0.0757009       7773.970     0.07952928       64.13207     -125.98909       6946.133    -0.00458297       -63.0226
     0.09147000      0.0730388       7773.884     0.07953019       64.12217     -125.97654       6946.229    -0.00447983       -63.0239
     0.09340800      0.0706133       7773.799     0.07953100       64.11288     -125.96467       6946.316    -0.00437730       -63.0250
     0.09518500      0.0683892       7773.716     0.07953172       64.10413     -125.95343       6946.395    -0.00427646       -63.0261
     0.09682500      0.0663367       7773.634     0.07953238       64.09588     -125.94280       6946.468    -0.00417814       -63.0272
     0.09834600      0.0644330       7773.555     0.07953298       64.08805     -125.93271       6946.535    -0.00408199       -63.0281
     0.09976600      0.0626558       7773.477     0.07953353       64.08059     -125.92307       6946.597    -0.00398786       -63.0291
     0.10109800      0.0609887       7773.400     0.07953404       64.07345     -125.91381       6946.655    -0.00389511       -63.0299
     0.10235500      0.0594155       7773.324     0.07953452       64.06657     -125.90487       6946.709    -0.00380357       -63.0308
     0.10354600      0.0579249       7773.249     0.07953497       64.05990     -125.89621       6946.760    -0.00371275       -63.0316
     0.10468200      0.0565031       7773.174     0.07953539       64.05341     -125.88776       6946.809    -0.00362234       -63.0324
     0.10577000      0.0551414       7773.099     0.07953578       64.04706     -125.87949       6946.855    -0.00353204       -63.0332
     0.10681700      0.0538310       7773.024     0.07953616       64.04081     -125.87135       6946.899    -0.00344149       -63.0339
     0.10782900      0.0525645       7772.949     0.07953652       64.03464     -125.86331       6946.941    -0.00335044       -63.0347
     0.10881300      0.0513329       7772.873     0.07953687       64.02852     -125.85534       6946.981    -0.00325856       -63.0354
     0.10977300      0.0501314       7772.796     0.07953720       64.02243     -125.84739       6947.021    -0.00316557       -63.0362
     0.11071400      0.0489537       7772.717     0.07953753       64.01635     -125.83943       6947.059    -0.00307119       -63.0369
     0.11164100      0.0477935       7772.638     0.07953784       64.01024     -125.83144       6947.096    -0.00297504       -63.0376
     0.11255700      0.0466471       7772.556     0.07953815       64.00409     -125.82338       6947.133    -0.00287682       -63.0384
     0.11346800      0.0455069       7772.473     0.07953845       63.99787     -125.81522       6947.170    -0.00277611       -63.0391
     0.11437700      0.0443692       7772.387     0.07953875       63.99156     -125.80692       6947.206    -0.00267253       -63.0399
     0.11528700      0.0432303       7772.298     0.07953904       63.98513     -125.79844       6947.241    -0.00256562       -63.0406
     0.11620400      0.0420826       7772.207     0.07953933       63.97855     -125.78975       6947.277    -0.00245487       -63.0414
     0.11713100      0.0409224       7772.111     0.07953962       63.97178     -125.78081       6947.313    -0.00233969       -63.0422
     0.11807200      0.0397447       7772.012     0.07953991       63.96480     -125.77156       6947.349    -0.00221947       -63.0431
     0.11903300      0.0385419       7771.907     0.07954020       63.95757     -125.76196       6947.386    -0.00209352       -63.0439
     0.12001700      0.0373104       7771.798     0.07954049       63.95004     -125.75195       6947.423    -0.00196100       -63.0448
     0.12103000      0.0360426       7771.682     0.07954079       63.94216     -125.74147       6947.461    -0.00182104       -63.0457
     0.12207700      0.0347322       7771.559     0.07954109       63.93388     -125.73045       6947.500    -0.00167262       -63.0467
     0.12316600      0.0333692       7771.428     0.07954139       63.92515     -125.71881       6947.540    -0.00151457       -63.0477
     0.12430300      0.0319462       7771.288     0.07954170       63.91588     -125.70647       6947.582    -0.00134556       -63.0488
     0.12549600      0.0304531       7771.137     0.07954201       63.90601     -125.69333       6947.625    -0.00116412       -63.0499
     0.12675400      0.0288786       7770.975     0.07954233       63.89545     -125.67927       6947.670    -0.00096847       -63.0512
     0.12808800      0.0272090       7770.800     0.07954267       63.88408     -125.66417       6947.718    -0.00075676       -63.0525
     0.12951000      0.0254293       7770.609     0.07954301       63.87180     -125.64788       6947.768    -0.00052661       -63.0540
     0.13103400      0.0235219       7770.401     0.07954336       63.85846     -125.63025       6947.820    -0.00027566       -63.0556
     0.13267600      0.0214668       7770.174     0.07954372       63.84392     -125.61110       6947.877    -0.00000113       -63.0573
     0.13445700      0.0192378       7769.924     0.07954410       63.82800     -125.59024       6947.936     0.00030037       -63.0592
     0.13640000      0.0168060       7769.648     0.07954449       63.81048     -125.56735       6948.001     0.00063312       -63.0614
     0.13853300      0.0141364       7769.343     0.07954488       63.79113     -125.54221       6948.070     0.00100126       -63.0637
     0.14089000      0.0111865       7769.006     0.07954529       63.76970     -125.51461       6948.145     0.00140912       -63.0664
     0.14351100      0.0079061       7768.626     0.07954572       63.74569     -125.48390       6948.225     0.00186742       -63.0695
     0.14647000      0.0042028       7768.190     0.07954615       63.71832     -125.44908       6948.311     0.00239391       -63.0730
     0.14982800      0.0000000       7767.679     0.07954663       63.68640     -125.40889       6948.405     0.00301081       -63.0772
