               variables=             ss           x_bl          delta        delta_1        delta_2              H             Ue            tke            dps            rho          tau_w
           8.20486201e-04           9.40392000e-05           2.54851816e-02          -3.59702875e-03          -5.82556822e-03           6.17455433e-01           1.25979620e+00           3.54920226e-04          -1.59843207e+01           9.82269351e-01           4.00127472e-02
           1.65545341e-03           2.02231000e-04           2.53555956e-02          -3.30531725e-03          -5.41527815e-03           6.10368879e-01           1.28504853e+00           3.53636592e-04          -1.56949936e+01           9.80714856e-01           3.53929867e-02
           2.50641673e-03           3.41258400e-04           2.53191228e-02          -3.06219417e-03          -5.08843372e-03           6.01795039e-01           1.30609230e+00           3.52117472e-04          -1.53693477e+01           9.79350765e-01           3.14296144e-02
           3.37399314e-03           5.07387200e-04           2.53844992e-02          -2.87283117e-03          -4.84567849e-03           5.92864586e-01           1.32303535e+00           3.50328056e-04          -1.50086648e+01           9.78199821e-01           2.82287922e-02
           4.25745666e-03           6.96090200e-04           2.55199428e-02          -2.72811774e-03          -4.66805544e-03           5.84422738e-01           1.33651901e+00           3.48393290e-04          -1.46112614e+01           9.77243087e-01           2.58788112e-02
           5.15266980e-03           9.01980900e-04           2.56097654e-02          -2.59198307e-03          -4.49631492e-03           5.76468312e-01           1.34905422e+00           3.46681462e-04          -1.42027539e+01           9.76331218e-01           2.44154649e-02
           6.05147138e-03           1.12359120e-03           2.54022055e-02          -2.39407280e-03          -4.23007066e-03           5.65965203e-01           1.36487864e+00           3.46000481e-04          -1.38355153e+01           9.75178533e-01           2.34517569e-02
           6.95137209e-03           1.36377190e-03           2.51948126e-02          -2.18462620e-03          -3.95001930e-03           5.53067221e-01           1.38113212e+00           3.45165989e-04          -1.33576239e+01           9.73988510e-01           2.25157779e-02
           7.85252421e-03           1.62600620e-03           2.49802838e-02          -1.96323993e-03          -3.66105715e-03           5.36249461e-01           1.39769994e+00           3.44243795e-04          -1.27706474e+01           9.72757133e-01           2.12931574e-02
           8.75832818e-03           1.91445890e-03           2.46428933e-02          -1.71189193e-03          -3.34524817e-03           5.11738397e-01           1.41497475e+00           3.43729361e-04          -1.21630458e+01           9.71433902e-01           1.96152524e-02
           9.67584449e-03           2.23071940e-03           2.43864523e-02          -1.48369644e-03          -3.07658546e-03           4.82254257e-01           1.42988140e+00           3.42960217e-04          -1.15453984e+01           9.70252437e-01           1.76624744e-02
           1.06081381e-02           2.57271710e-03           2.42008214e-02          -1.27727768e-03          -2.84905977e-03           4.48315509e-01           1.44251592e+00           3.42019563e-04          -1.09565261e+01           9.69223198e-01           1.57342460e-02
           1.15566037e-02           2.93768200e-03           2.40922548e-02          -1.09764107e-03          -2.66398738e-03           4.12029381e-01           1.45301255e+00           3.40857484e-04          -1.04102490e+01           9.68355154e-01           1.40008586e-02
