     variables=          x_bl,          y_bl,        x_norm,         ps_bl,         cp_bl,         xplus,         yplus,         zplus,          tau_w
     0.85969000    -0.49225700     0.99999302        6851.88    -0.10511786     0.00829640     0.20534938     0.20534938    -0.00035899
     0.85962400    -0.49291600     0.99991625        6853.93    -0.10265537     0.09208216     0.37913281     0.37913281    -0.00123696
     0.85950100    -0.49355000     0.99977318        6857.14    -0.09879660     0.23859289     0.51940278     0.51940278    -0.00229228
     0.85932900    -0.49416200     0.99957310        6861.02    -0.09413966     0.41566280     0.64055765     0.64055765    -0.00340002
     0.85911000    -0.49475200     0.99931836        6865.94    -0.08823507     0.60577053     0.74316686     0.74316686    -0.00441004
     0.85884700    -0.49532400     0.99901244        6871.38    -0.08169239     0.79200432     0.82376792     0.82376792    -0.00517436
     0.85854600    -0.49587900     0.99866232        6877.03    -0.07490994     0.95174319     0.87857840     0.87857840    -0.00561025
     0.85821300    -0.49641900     0.99827497        6882.44    -0.06840663     1.07636331     0.90998235     0.90998235    -0.00578644
     0.85785500    -0.49694000     0.99785855        6887.14    -0.06276416     1.16944584     0.92526621     0.92526621    -0.00587130
     0.85748000    -0.49743200     0.99742234        6891.59    -0.05741104     1.24475020     0.93379017     0.93379017    -0.00596901
     0.85708600    -0.49789100     0.99696404        6895.64    -0.05254891     1.31421910     0.93329655     0.93329655    -0.00598988
     0.85667200    -0.49831400     0.99648248        6899.78    -0.04757630     1.37191223     0.92201837     0.92201837    -0.00587089
     0.85623600    -0.49869900     0.99597532        6903.65    -0.04292578     1.41143033     0.89761353     0.89761353    -0.00557184
     0.85577900    -0.49904700     0.99544374        6907.13    -0.03874511     1.42201697     0.85913188     0.85913188    -0.00509932
     0.85530000    -0.49935500     0.99488656        6910.19    -0.03506793     1.39964431     0.80698872     0.80698872    -0.00448520
     0.85479900    -0.49962300     0.99430380        6912.95    -0.03174768     1.33901647     0.73990660     0.73990660    -0.00373490
     0.85427200    -0.49985000     0.99369079        6915.26    -0.02897649     1.23945510     0.65553462     0.65553462    -0.00289344
     0.85371900    -0.50003900     0.99304754        6917.13    -0.02672392     1.09026484     0.55394995     0.55394995    -0.00203884
     0.85314100    -0.50019000     0.99237521        6918.47    -0.02512056     0.88516829     0.43398212     0.43398212    -0.00123717
     0.85253900    -0.50030200     0.99167496        6919.36    -0.02405140     0.60742522     0.28807647     0.28807647    -0.00054248
     0.85191900    -0.50037500     0.99095378        6920.10    -0.02315733     0.12590008     0.05802269     0.05802269     0.00002205
     0.85128200    -0.50040500     0.99021282        6920.35    -0.02285576     0.59068544     0.26554274     0.26554274     0.00046350
