Points:1,rho,u1,u2,t,p
0.159449,0.997969,0.710399,0.752048,1.03295,12.4115
0.158452,0.997974,0.710172,0.752192,1.03296,12.4115
0.157454,0.997979,0.709953,0.752345,1.03296,12.4116
0.156457,0.997983,0.709734,0.752498,1.03296,12.4117
0.155459,0.997988,0.709505,0.752638,1.03296,12.4118
0.154461,0.997993,0.709256,0.752755,1.03296,12.4119
0.153464,0.997998,0.708986,0.752849,1.03296,12.4119
0.152466,0.998003,0.708699,0.752921,1.03297,12.412
0.151468,0.998009,0.708399,0.752978,1.03297,12.4121
0.150471,0.998014,0.708091,0.753025,1.03297,12.4122
0.149473,0.99802,0.707781,0.753066,1.03297,12.4123
0.148476,0.998026,0.707469,0.753103,1.03298,12.4124
0.147478,0.998031,0.707158,0.75314,1.03298,12.4125
0.14648,0.998038,0.706847,0.753176,1.03298,12.4126
0.145483,0.998044,0.706536,0.753211,1.03298,12.4127
0.144485,0.99805,0.706224,0.753242,1.03298,12.4128
0.143487,0.998056,0.705907,0.753266,1.03299,12.4129
0.14249,0.998063,0.705582,0.75328,1.03299,12.413
0.141492,0.998069,0.705246,0.753279,1.03299,12.4132
0.140495,0.998076,0.704897,0.753261,1.03299,12.4133
0.139497,0.998082,0.704535,0.753226,1.033,12.4134
0.138499,0.998089,0.704158,0.753173,1.033,12.4135
0.137502,0.998096,0.703767,0.753103,1.033,12.4136
0.136504,0.998103,0.703364,0.753018,1.03301,12.4137
0.135506,0.99811,0.702955,0.752928,1.03301,12.4139
0.134509,0.998117,0.702548,0.75284,1.03301,12.414
0.133511,0.998125,0.70215,0.752762,1.03301,12.4141
0.132514,0.998132,0.701761,0.752696,1.03302,12.4142
0.131516,0.99814,0.701384,0.752644,1.03302,12.4144
0.130518,0.998147,0.701022,0.752607,1.03302,12.4145
0.129521,0.998155,0.700679,0.75259,1.03303,12.4146
0.128523,0.998163,0.700356,0.752594,1.03303,12.4148
0.127525,0.99817,0.700051,0.752617,1.03303,12.4149
0.126528,0.998179,0.699763,0.752655,1.03304,12.4151
0.12553,0.998187,0.69949,0.752709,1.03304,12.4152
0.124533,0.998195,0.699231,0.752779,1.03305,12.4154
0.123535,0.998204,0.698988,0.752865,1.03305,12.4155
0.122537,0.998213,0.698762,0.752967,1.03305,12.4157
0.12154,0.998222,0.698555,0.753089,1.03306,12.4158
0.120542,0.998231,0.698367,0.753231,1.03306,12.416
0.119544,0.998241,0.698198,0.75339,1.03307,12.4162
0.118547,0.99825,0.698045,0.753563,1.03307,12.4163
0.117549,0.99826,0.697907,0.753749,1.03307,12.4165
0.116552,0.99827,0.697784,0.753951,1.03308,12.4167
0.115554,0.99828,0.69768,0.75417,1.03308,12.4168
0.114556,0.99829,0.697595,0.754409,1.03309,12.417
0.113559,0.9983,0.697526,0.754664,1.03309,12.4172
0.112561,0.99831,0.697464,0.754924,1.03309,12.4174
0.111563,0.99832,0.697394,0.755174,1.0331,12.4175
0.110566,0.99833,0.697302,0.7554,1.0331,12.4177
0.109568,0.998341,0.697182,0.755593,1.03311,12.4179
0.108571,0.998352,0.697035,0.755757,1.03311,12.4181
0.107573,0.998363,0.696871,0.755899,1.03312,12.4183
0.106575,0.998374,0.696694,0.756025,1.03312,12.4185
0.105578,0.998385,0.696506,0.756136,1.03312,12.4187
0.10458,0.998397,0.696309,0.756233,1.03313,12.4189
0.103582,0.998409,0.696101,0.756314,1.03313,12.4191
0.102585,0.99842,0.695879,0.756378,1.03314,12.4193
0.101587,0.998432,0.695643,0.756423,1.03314,12.4195
0.10059,0.998444,0.695396,0.756452,1.03315,12.4197
0.0995919,0.998456,0.695145,0.756473,1.03315,12.4199
0.0985943,0.998468,0.694894,0.75649,1.03316,12.4201
0.0975967,0.99848,0.694643,0.756503,1.03316,12.4203
0.096599,0.998492,0.694387,0.756506,1.03317,12.4205
0.0956014,0.998504,0.694123,0.756495,1.03317,12.4207
0.0946038,0.998516,0.693846,0.756468,1.03318,12.4209
0.0936062,0.998528,0.693555,0.75642,1.03318,12.4212
0.0926085,0.998541,0.693243,0.756346,1.03319,12.4214
0.0916109,0.998553,0.692906,0.756242,1.03319,12.4216
0.0906133,0.998565,0.692544,0.756109,1.0332,12.4218
0.0896157,0.998577,0.692159,0.75595,1.0332,12.422
0.088618,0.998589,0.691755,0.755769,1.03321,12.4222
0.0876204,0.998601,0.691333,0.755568,1.03321,12.4224
0.0866228,0.998614,0.690892,0.755346,1.03322,12.4227
0.0856252,0.998626,0.690433,0.755102,1.03322,12.4229
0.0846275,0.998639,0.689954,0.754837,1.03323,12.4231
0.0836299,0.998651,0.689461,0.754554,1.03324,12.4233
0.0826323,0.998664,0.688957,0.754257,1.03324,12.4235
0.0816347,0.998676,0.688449,0.753955,1.03325,12.4238
0.080637,0.998689,0.687944,0.753652,1.03325,12.424
0.0796394,0.998702,0.687445,0.753355,1.03326,12.4242
0.0786418,0.998715,0.686956,0.753066,1.03326,12.4244
0.0776442,0.998727,0.686481,0.752791,1.03327,12.4247
0.0766465,0.99874,0.686023,0.752531,1.03327,12.4249
0.0756489,0.998753,0.685584,0.752291,1.03328,12.4251
0.0746513,0.998767,0.685164,0.75207,1.03329,12.4254
0.0736537,0.99878,0.684765,0.751869,1.03329,12.4256
0.072656,0.998794,0.684388,0.75169,1.0333,12.4258
0.0716584,0.998808,0.68403,0.751528,1.0333,12.4261
0.0706608,0.998822,0.683687,0.751381,1.03331,12.4263
0.0696632,0.998837,0.683354,0.751242,1.03332,12.4266
0.0686655,0.998851,0.683025,0.751106,1.03332,12.4269
0.0676679,0.998866,0.682693,0.750964,1.03333,12.4271
0.0666703,0.998881,0.682355,0.750813,1.03334,12.4274
0.0656727,0.998896,0.682009,0.750651,1.03334,12.4276
0.064675,0.99891,0.681657,0.750478,1.03335,12.4279
0.0636774,0.998925,0.681301,0.750297,1.03335,12.4282
0.0626798,0.998941,0.680946,0.750114,1.03336,12.4284
0.0616822,0.998956,0.680598,0.749933,1.03337,12.4287
0.0606845,0.998971,0.68026,0.74976,1.03337,12.429
0.0596869,0.998986,0.679936,0.749599,1.03338,12.4292
0.0586893,0.999002,0.679627,0.749451,1.03339,12.4295
0.0576917,0.999017,0.679332,0.749314,1.03339,12.4298
0.056694,0.999033,0.679049,0.749189,1.0334,12.43
0.0556964,0.999049,0.678779,0.749073,1.0334,12.4303
0.0546988,0.999064,0.678522,0.748967,1.03341,12.4306
0.0537012,0.99908,0.678281,0.748873,1.03342,12.4308
0.0527035,0.999096,0.678059,0.748795,1.03342,12.4311
0.0517059,0.999111,0.677859,0.748738,1.03343,12.4314
0.0507083,0.999127,0.677682,0.748702,1.03344,12.4317
0.0497107,0.999143,0.677527,0.748687,1.03344,12.4319
0.048713,0.999158,0.67739,0.748689,1.03345,12.4322
0.0477154,0.999174,0.677265,0.7487,1.03346,12.4325
0.0467178,0.999189,0.677142,0.748711,1.03346,12.4328
0.0457202,0.999205,0.677014,0.748713,1.03347,12.433
0.0447225,0.999221,0.676873,0.748698,1.03348,12.4333
0.0437249,0.999236,0.676718,0.748665,1.03348,12.4336
0.0427273,0.999252,0.676549,0.748616,1.03349,12.4339
0.0417297,0.999268,0.676373,0.748558,1.0335,12.4341
0.040732,0.999284,0.676198,0.748499,1.0335,12.4344
0.0397344,0.999301,0.676032,0.748446,1.03351,12.4347
0.0387368,0.999317,0.67588,0.748404,1.03352,12.435
0.0377392,0.999333,0.675742,0.748375,1.03352,12.4353
0.0367415,0.999349,0.675615,0.748354,1.03353,12.4355
0.0357439,0.999365,0.675493,0.748336,1.03354,12.4358
0.0347463,0.99938,0.675367,0.748312,1.03354,12.4361
0.0337487,0.999397,0.67523,0.748273,1.03355,12.4364
0.032751,0.999413,0.675077,0.748212,1.03356,12.4366
0.0317534,0.999429,0.674903,0.748126,1.03356,12.4369
0.0307558,0.999445,0.674709,0.748013,1.03357,12.4372
0.0297582,0.999462,0.6745,0.74788,1.03358,12.4375
0.0287605,0.999478,0.674282,0.747733,1.03358,12.4378
0.0277629,0.999495,0.67406,0.747576,1.03359,12.4381
0.0267653,0.999512,0.673839,0.747417,1.0336,12.4384
0.0257677,0.999528,0.673623,0.747261,1.0336,12.4386
0.02477,0.999545,0.673415,0.74711,1.03361,12.4389
0.0237724,0.999562,0.673212,0.746962,1.03362,12.4392
0.0227748,0.999578,0.673008,0.74681,1.03362,12.4395
0.0217772,0.999595,0.672794,0.746643,1.03363,12.4398
0.0207795,0.999611,0.672566,0.746457,1.03364,12.4401
0.0197819,0.999628,0.672321,0.746249,1.03364,12.4404
0.0187843,0.999645,0.672063,0.746021,1.03365,12.4406
0.0177867,0.999661,0.671793,0.745775,1.03366,12.4409
0.016789,0.999678,0.671515,0.745516,1.03366,12.4412
0.0157914,0.999695,0.671234,0.745251,1.03367,12.4415
0.0147938,0.999712,0.670955,0.744983,1.03368,12.4418
0.0137962,0.999729,0.670679,0.744716,1.03368,12.4421
0.0127985,0.999745,0.670408,0.74445,1.03369,12.4424
0.0118009,0.999762,0.67014,0.744183,1.0337,12.4427
0.0108033,0.999779,0.669875,0.743915,1.0337,12.443
0.00980566,0.999796,0.66961,0.743642,1.03371,12.4432
0.00880804,0.999812,0.669343,0.743362,1.03372,12.4435
0.00781041,0.999829,0.669073,0.743073,1.03372,12.4438
0.00681279,0.999845,0.668799,0.742773,1.03373,12.4441
0.00581516,0.999862,0.668519,0.742462,1.03374,12.4444
0.00481754,0.999878,0.668232,0.742139,1.03374,12.4447
0.00381991,0.999894,0.667938,0.741802,1.03375,12.445
0.00282229,0.999911,0.667633,0.74145,1.03376,12.4453
0.00182466,0.999927,0.667318,0.741083,1.03376,12.4455
0.000827035,0.999943,0.666997,0.740707,1.03377,12.4458
-0.00017059,0.99996,0.666677,0.740327,1.03378,12.4461
-0.00116821,0.999976,0.666364,0.739952,1.03378,12.4464
-0.00216584,0.999992,0.66606,0.739585,1.03379,12.4467
-0.00316346,1.00001,0.665768,0.739229,1.0338,12.447
-0.00416109,1.00002,0.665489,0.738886,1.0338,12.4472
-0.00515871,1.00004,0.665227,0.738559,1.03381,12.4475
-0.00615634,1.00006,0.664983,0.738251,1.03382,12.4478
-0.00715396,1.00007,0.664759,0.737963,1.03382,12.4481
-0.00815159,1.00009,0.664555,0.737695,1.03383,12.4484
-0.00914922,1.0001,0.66437,0.737446,1.03384,12.4486
-0.0101468,1.00012,0.664201,0.737214,1.03384,12.4489
-0.0111445,1.00014,0.664049,0.736997,1.03385,12.4492
-0.0121421,1.00015,0.663913,0.736795,1.03386,12.4495
-0.0131397,1.00017,0.663796,0.736611,1.03386,12.4498
-0.0141373,1.00019,0.663699,0.736447,1.03387,12.4501
-0.015135,1.0002,0.663626,0.736306,1.03388,12.4503
-0.0161326,1.00022,0.663575,0.736185,1.03388,12.4506
-0.0171302,1.00023,0.663541,0.736079,1.03389,12.4509
-0.0181278,1.00025,0.663521,0.735985,1.0339,12.4512
-0.0191255,1.00027,0.663516,0.735902,1.0339,12.4515
-0.0201231,1.00028,0.663528,0.735835,1.03391,12.4518
-0.0211207,1.0003,0.663563,0.735788,1.03392,12.452
-0.0221183,1.00032,0.66362,0.735761,1.03392,12.4523
-0.023116,1.00033,0.663692,0.735747,1.03393,12.4526
-0.0241136,1.00035,0.663766,0.735731,1.03394,12.4529
-0.0251112,1.00036,0.66383,0.735701,1.03394,12.4531
-0.0261088,1.00038,0.663875,0.735647,1.03395,12.4534
-0.0271065,1.00039,0.663898,0.735566,1.03396,12.4537
-0.0281041,1.00041,0.663902,0.735461,1.03396,12.454
-0.0291017,1.00043,0.663892,0.735338,1.03397,12.4543
-0.0300993,1.00044,0.663872,0.735201,1.03398,12.4545
-0.031097,1.00046,0.663844,0.735049,1.03398,12.4548
-0.0320946,1.00047,0.663806,0.734881,1.03399,12.4551
-0.0330922,1.00049,0.663753,0.734693,1.034,12.4554
-0.0340898,1.00051,0.663685,0.734482,1.034,12.4556
-0.0350875,1.00052,0.663604,0.734252,1.03401,12.4559
-0.0360851,1.00054,0.663518,0.73401,1.03402,12.4562
-0.0370827,1.00055,0.663433,0.733765,1.03402,12.4564
-0.0380803,1.00057,0.663357,0.733523,1.03403,12.4567
-0.039078,1.00058,0.663286,0.733283,1.03403,12.457
-0.0400756,1.0006,0.663218,0.73304,1.03404,12.4573
-0.0410732,1.00061,0.663148,0.732791,1.03405,12.4575
-0.0420708,1.00063,0.663071,0.732531,1.03405,12.4578
-0.0430685,1.00064,0.662987,0.732258,1.03406,12.458
-0.0440661,1.00066,0.662892,0.731969,1.03406,12.4583
-0.0450637,1.00067,0.66278,0.731659,1.03407,12.4585
-0.0460613,1.00069,0.662649,0.731324,1.03408,12.4588
-0.047059,1.0007,0.662496,0.730962,1.03408,12.4591
-0.0480566,1.00072,0.662319,0.730574,1.03409,12.4593
-0.0490542,1.00073,0.66212,0.730161,1.0341,12.4595
-0.0500518,1.00074,0.661903,0.729726,1.0341,12.4598
-0.0510495,1.00076,0.661668,0.729271,1.03411,12.46
-0.0520471,1.00077,0.661418,0.728797,1.03411,12.4603
-0.0530447,1.00078,0.661154,0.728306,1.03412,12.4605
-0.0540423,1.0008,0.660878,0.727799,1.03412,12.4607
-0.05504,1.00081,0.660594,0.727281,1.03413,12.461
-0.0560376,1.00082,0.660305,0.726756,1.03414,12.4612
-0.0570352,1.00084,0.660018,0.726229,1.03414,12.4614
-0.0580328,1.00085,0.659737,0.725707,1.03415,12.4617
-0.0590305,1.00086,0.659468,0.725195,1.03415,12.4619
-0.0600281,1.00088,0.659216,0.7247,1.03416,12.4621
-0.0610257,1.00089,0.658986,0.724229,1.03416,12.4623
-0.0620233,1.0009,0.65878,0.723782,1.03417,12.4626
-0.063021,1.00091,0.658598,0.72336,1.03417,12.4628
-0.0640186,1.00093,0.658439,0.722961,1.03418,12.463
-0.0650162,1.00094,0.658301,0.722582,1.03419,12.4632
-0.0660138,1.00095,0.65818,0.722221,1.03419,12.4635
-0.0670115,1.00096,0.658075,0.721875,1.0342,12.4637
-0.0680091,1.00098,0.657982,0.721539,1.0342,12.4639
-0.0690067,1.00099,0.657894,0.721208,1.03421,12.4641
-0.0700043,1.001,0.657808,0.720877,1.03421,12.4644
-0.071002,1.00102,0.657718,0.720541,1.03422,12.4646
-0.0719996,1.00103,0.657621,0.720196,1.03422,12.4648
-0.0729972,1.00104,0.65752,0.719844,1.03423,12.465
-0.0739948,1.00105,0.657417,0.719487,1.03423,12.4652
-0.0749925,1.00107,0.657319,0.719131,1.03424,12.4655
-0.0759901,1.00108,0.65723,0.718782,1.03425,12.4657
-0.0769877,1.00109,0.657153,0.718443,1.03425,12.4659
-0.0779853,1.0011,0.65709,0.718116,1.03425,12.4661
-0.078983,1.00111,0.657041,0.7178,1.03426,12.4663
-0.0799806,1.00113,0.657004,0.717496,1.03426,12.4665
-0.0809782,1.00114,0.656979,0.717203,1.03427,12.4667
-0.0819758,1.00115,0.656965,0.716919,1.03427,12.4669
-0.0829735,1.00116,0.656964,0.716646,1.03428,12.4671
-0.0839711,1.00117,0.656975,0.716381,1.03428,12.4673
-0.0849687,1.00119,0.657001,0.716127,1.03429,12.4675
-0.0859663,1.0012,0.657044,0.715888,1.03429,12.4677
-0.086964,1.00121,0.657109,0.71567,1.0343,12.4679
-0.0879616,1.00122,0.6572,0.715475,1.0343,12.4681
-0.0889592,1.00123,0.657317,0.715307,1.03431,12.4683
-0.0899568,1.00124,0.657458,0.715161,1.03431,12.4685
-0.0909545,1.00125,0.657615,0.715033,1.03432,12.4687
-0.0919521,1.00126,0.657782,0.714912,1.03432,12.4688
-0.0929497,1.00127,0.65795,0.714793,1.03432,12.469
-0.0939473,1.00128,0.658113,0.714667,1.03433,12.4692
-0.094945,1.00129,0.658267,0.714533,1.03433,12.4694
-0.0959426,1.0013,0.65841,0.714389,1.03434,12.4695
-0.0969402,1.00131,0.658544,0.714236,1.03434,12.4697
-0.0979378,1.00132,0.658674,0.714077,1.03434,12.4699
-0.0989355,1.00133,0.658803,0.713918,1.03435,12.47
-0.0999331,1.00134,0.658936,0.713761,1.03435,12.4702
-0.100931,1.00135,0.659076,0.713611,1.03436,12.4703
-0.101928,1.00136,0.659228,0.71347,1.03436,12.4705
-0.102926,1.00136,0.659391,0.713341,1.03436,12.4707
-0.103924,1.00137,0.659562,0.713219,1.03437,12.4708
-0.104921,1.00138,0.659734,0.713096,1.03437,12.471
-0.105919,1.00139,0.659899,0.712962,1.03437,12.4711
-0.106916,1.0014,0.660048,0.71281,1.03438,12.4713
-0.107914,1.00141,0.660179,0.712636,1.03438,12.4714
-0.108912,1.00142,0.660293,0.712443,1.03438,12.4716
-0.109909,1.00142,0.6604,0.712239,1.03439,12.4717
-0.110907,1.00143,0.660504,0.712031,1.03439,12.4718
-0.111905,1.00144,0.660609,0.711824,1.03439,12.472
-0.112902,1.00145,0.660716,0.711618,1.0344,12.4721
-0.1139,1.00146,0.660826,0.711415,1.0344,12.4723
-0.114897,1.00147,0.660937,0.711212,1.0344,12.4724
-0.115895,1.00147,0.661046,0.711006,1.0344,12.4725
-0.116893,1.00148,0.661147,0.710791,1.03441,12.4726
-0.11789,1.00149,0.661235,0.710561,1.03441,12.4728
-0.118888,1.0015,0.661307,0.710312,1.03441,12.4729
-0.119886,1.0015,0.661365,0.710045,1.03442,12.473
-0.120883,1.00151,0.661411,0.709762,1.03442,12.4731
-0.121881,1.00152,0.661449,0.709469,1.03442,12.4733
-0.122878,1.00152,0.661481,0.709168,1.03442,12.4734
-0.123876,1.00153,0.661513,0.708865,1.03443,12.4735
-0.124874,1.00154,0.661547,0.708561,1.03443,12.4736
-0.125871,1.00154,0.661585,0.708261,1.03443,12.4737
-0.126869,1.00155,0.661627,0.707964,1.03443,12.4738
-0.127867,1.00156,0.661672,0.707667,1.03444,12.474
-0.128864,1.00156,0.661716,0.707369,1.03444,12.4741
-0.129862,1.00157,0.661756,0.707065,1.03444,12.4742
-0.130859,1.00158,0.661791,0.706751,1.03444,12.4743
-0.131857,1.00158,0.661818,0.706427,1.03445,12.4744
-0.132855,1.00159,0.661837,0.706092,1.03445,12.4745
-0.133852,1.00159,0.66185,0.705748,1.03445,12.4745
-0.13485,1.0016,0.661855,0.705393,1.03445,12.4746
-0.135848,1.0016,0.661853,0.705028,1.03445,12.4747
-0.136845,1.00161,0.661841,0.704653,1.03446,12.4748
-0.137843,1.00161,0.661822,0.704269,1.03446,12.4749
-0.13884,1.00162,0.661799,0.703882,1.03446,12.475
-0.139838,1.00162,0.661777,0.703498,1.03446,12.475
-0.140836,1.00162,0.66176,0.70312,1.03446,12.4751
-0.141833,1.00163,0.661751,0.702751,1.03447,12.4752
-0.142831,1.00163,0.661752,0.702394,1.03447,12.4753
-0.143829,1.00164,0.661767,0.702054,1.03447,12.4753
-0.144826,1.00164,0.661801,0.701736,1.03447,12.4754
-0.145824,1.00165,0.661857,0.701443,1.03447,12.4755
-0.146821,1.00165,0.661937,0.701175,1.03447,12.4755
-0.147819,1.00165,0.662043,0.700935,1.03447,12.4756
-0.148817,1.00166,0.662173,0.700721,1.03448,12.4757
-0.149814,1.00166,0.662327,0.700531,1.03448,12.4757
-0.150812,1.00166,0.662503,0.700366,1.03448,12.4758
-0.15181,1.00167,0.662701,0.700221,1.03448,12.4758
-0.152807,1.00167,0.662916,0.700096,1.03448,12.4759
-0.153805,1.00167,0.663151,0.69999,1.03448,12.476
-0.154802,1.00168,0.663405,0.699903,1.03449,12.476
-0.1558,1.00168,0.663676,0.699835,1.03449,12.4761
-0.156798,1.00168,0.663959,0.699778,1.03449,12.4761
-0.157795,1.00168,0.664248,0.699728,1.03449,12.4762
-0.158793,1.00169,0.664545,0.699686,1.03449,12.4762
-0.159791,1.00169,0.664854,0.699655,1.03449,12.4763
