"$ \overline{\rho}$","$ \widetilde{u_1}$","$ \widetilde{u_2}$","$ \widetilde{T}$","$ \overline{p}$","$ \overline{\mu} $","$ \rho'$","$ T'$","$ p' $","$ \tau_{11}$","$ \tau_{12}$","$ \tau_{22}$","$ \tau_{33}$","$ \tau_{13}$","$ \tau_{23}$","$ \widetilde{u_3}$","$ \frac{\partial \widetilde{u}_{1}}{\partial x_1}$","$ \frac{\partial \widetilde{u}_{1}}{\partial x_2}$","$ \frac{\partial \widetilde{u}_{2}}{\partial x_1}$","$ \frac{\partial \widetilde{u}_{2}}{\partial x_2}$","$ \frac{\partial \widetilde{T}}{\partial x_1}$","$ \frac{\partial \widetilde{T}}{\partial x_2}$","$ \frac{\partial \overline{p}}{\partial x_1}$","$ \frac{\partial \overline{p}}{\partial x_2}$","$ S_{12}\left(\widetilde{u}\right)$","$ \Omega_{12}\left(\widetilde{u}\right)$","$  \left|\left| \vec{\widetilde{u}}\right|\right| $","$ \alpha_3 $","$ I_t$","$ I_{t,\tau}$","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.947762,0.752358,-1.5068,1.01197,11.5476,1.60938e-05,0.000627283,0.000319419,0.00997456,-0.00210645,-0.000408615,-0.00100114,-0.00157816,3.63571e-05,4.99899e-05,-0.00284868,-0.0614756,0.0257045,0.0653228,0.0621263,0.00240802,0.00125612,0.0730942,0.0407945,0.0455136,-0.0198091,1.68419,-0.019333,1000,0.00171545,1,0.166603,1.26,-0.113803,0
0.94776,0.752332,-1.50686,1.01197,11.5475,1.60938e-05,0.000628036,0.000319964,0.00999099,-0.00210299,-0.000408234,-0.00100055,-0.00157662,3.86779e-05,4.92498e-05,-0.00284783,-0.0609755,0.0260578,0.0643645,0.0615636,0.00242118,0.00124347,0.073571,0.0402657,0.0452111,-0.0191534,1.68423,-0.0193336,1000,0.00171322,1,0.167601,1.26,-0.114801,0
0.947758,0.752306,-1.50692,1.01196,11.5475,1.60938e-05,0.000628766,0.000320513,0.0100071,-0.00209969,-0.000407739,-0.00100009,-0.00157529,4.08741e-05,4.85549e-05,-0.00284165,-0.0602323,0.0265406,0.0629653,0.0607493,0.0024313,0.0012294,0.0740329,0.0397298,0.0447529,-0.0182123,1.68428,-0.0193341,1000,0.00171117,1,0.168599,1.26,-0.115799,0
0.947756,0.752279,-1.50698,1.01196,11.5474,1.60938e-05,0.000629475,0.000321066,0.0100229,-0.00209653,-0.000407135,-0.000999765,-0.00157413,4.29316e-05,4.79053e-05,-0.00283024,-0.0591583,0.0272049,0.0609778,0.0596111,0.00243783,0.00121391,0.0744872,0.0392004,0.0440914,-0.0168864,1.68432,-0.0193346,1000,0.00170926,1,0.169596,1.26,-0.116796,0
0.947754,0.752252,-1.50704,1.01196,11.5474,1.60938e-05,0.000630162,0.000321618,0.0100384,-0.00209351,-0.000406426,-0.000999589,-0.00157308,4.48383e-05,4.72983e-05,-0.00281357,-0.0577027,0.028091,0.0582975,0.0580853,0.00243971,0.00119597,0.0749266,0.0386563,0.0431943,-0.0151032,1.68436,-0.0193351,1000,0.00170749,1,0.170594,1.26,-0.117794,0
0.947752,0.752223,-1.5071,1.01196,11.5474,1.60938e-05,0.00063083,0.00032217,0.0100535,-0.0020906,-0.000405626,-0.000999553,-0.00157208,4.65916e-05,4.67262e-05,-0.00279185,-0.055852,0.0291925,0.0549037,0.0561647,0.00243679,0.00117544,0.0753529,0.038096,0.0420481,-0.0128556,1.6844,-0.0193357,1000,0.00170582,1,0.171591,1.26,-0.118791,0
0.94775,0.752194,-1.50715,1.01196,11.5473,1.60937e-05,0.000631482,0.000322718,0.0100683,-0.00208778,-0.000404751,-0.000999634,-0.00157109,4.81982e-05,4.61806e-05,-0.00276551,-0.0536462,0.0304871,0.0508598,0.0538913,0.00242928,0.00115294,0.0757594,0.0375399,0.0406735,-0.0101863,1.68443,-0.0193362,1000,0.00170423,1,0.172589,1.26,-0.119789,0
0.947748,0.752162,-1.5072,1.01196,11.5473,1.60937e-05,0.000632122,0.000323263,0.0100827,-0.00208506,-0.000403816,-0.000999805,-0.00157008,4.96604e-05,4.56548e-05,-0.00273481,-0.0511266,0.0319439,0.0462327,0.0513037,0.00241764,0.00112838,0.0761501,0.036975,0.0390883,-0.00714436,1.68446,-0.0193367,1000,0.00170268,1,0.173587,1.26,-0.120787,0
0.947746,0.75213,-1.50725,1.01196,11.5472,1.60937e-05,0.00063275,0.000323801,0.0100969,-0.00208241,-0.000402834,-0.00100003,-0.00156902,5.09758e-05,4.51424e-05,-0.00269999,-0.0483364,0.0335323,0.0410953,0.0484432,0.00240274,0.00110204,0.076519,0.0363951,0.0373138,-0.00378151,1.68449,-0.0193373,1000,0.00170117,1,0.174584,1.26,-0.121784,0
0.947744,0.752096,-1.5073,1.01196,11.5472,1.60937e-05,0.000633368,0.000324333,0.0101106,-0.00207983,-0.000401817,-0.00100024,-0.0015679,5.21464e-05,4.46336e-05,-0.00266143,-0.0453401,0.0352125,0.0355614,0.0453792,0.00238548,0.00107455,0.0768564,0.0358048,0.035387,-0.000174464,1.68452,-0.0193378,1000,0.00169967,1,0.175582,1.26,-0.122782,0
0.947742,0.75206,-1.50734,1.01195,11.5472,1.60937e-05,0.000633979,0.000324858,0.0101241,-0.00207732,-0.000400771,-0.00100041,-0.00156674,5.31822e-05,4.41136e-05,-0.00261969,-0.0422183,0.0369378,0.029771,0.0421874,0.00236748,0.00104646,0.0771712,0.0351956,0.0333544,0.00358337,1.68454,-0.0193383,1000,0.00169817,1,0.17658,1.26,-0.12378,0
0.94774,0.752022,-1.50739,1.01195,11.5471,1.60937e-05,0.000634582,0.000325374,0.0101372,-0.00207488,-0.0003997,-0.00100047,-0.00156555,5.4092e-05,4.35602e-05,-0.00257518,-0.0390425,0.038661,0.0238612,0.0389452,0.00234985,0.00101866,0.0774543,0.0345783,0.0312611,0.00739989,1.68456,-0.0193389,1000,0.00169667,1,0.177577,1.26,-0.124777,0
0.947738,0.751983,-1.50742,1.01195,11.5471,1.60937e-05,0.000635177,0.00032588,0.01015,-0.00207251,-0.000398599,-0.00100037,-0.00156433,5.48814e-05,4.29323e-05,-0.00252816,-0.0358973,0.0403369,0.0179857,0.0357288,0.00233433,0.000991337,0.0777167,0.0339393,0.0291613,0.0111756,1.68458,-0.0193394,1000,0.00169516,1,0.178575,1.26,-0.125775,0
0.947736,0.751941,-1.50746,1.01195,11.5471,1.60936e-05,0.000635765,0.000326375,0.0101624,-0.00207022,-0.000397463,-0.00100007,-0.0015631,5.55808e-05,4.21831e-05,-0.00247917,-0.0328469,0.0419222,0.0122842,0.0326131,0.00232111,0.000965562,0.0779528,0.0333036,0.0271032,0.014819,1.68459,-0.01934,1000,0.00169363,1,0.179572,1.26,-0.126772,0
0.947735,0.751899,-1.50749,1.01195,11.547,1.60936e-05,0.000636348,0.000326854,0.0101745,-0.00206801,-0.000396288,-0.000999571,-0.00156186,5.62303e-05,4.1287e-05,-0.00242872,-0.0299254,0.0434177,0.00682868,0.0296232,0.00230972,0.000939859,0.0781809,0.0326527,0.0251232,0.0182945,1.6846,-0.0193405,1000,0.0016921,1,0.18057,1.26,-0.12777,0
0.947733,0.751855,-1.50752,1.01195,11.547,1.60936e-05,0.000636929,0.000327316,0.0101863,-0.00206589,-0.000395063,-0.000998889,-0.00156061,5.68615e-05,4.02192e-05,-0.00237697,-0.0271511,0.0448169,0.00167039,0.0267809,0.00229663,0.00091243,0.0784049,0.0319973,0.0232436,0.0215732,1.68461,-0.019341,1000,0.00169057,1,0.181568,1.26,-0.128768,0
0.947731,0.751809,-1.50754,1.01195,11.547,1.60936e-05,0.000637518,0.000327761,0.0101977,-0.00206389,-0.000393771,-0.000998046,-0.00155934,5.75059e-05,3.89572e-05,-0.00232384,-0.0245401,0.0461284,-0.00313129,0.0241077,0.00227376,0.000878255,0.0786222,0.0313458,0.0214985,0.0246298,1.68461,-0.0193416,1000,0.00168904,1,0.182565,1.26,-0.129765,0
0.947729,0.751763,-1.50756,1.01195,11.5469,1.60936e-05,0.000638147,0.000328217,0.0102087,-0.002062,-0.000392395,-0.0009971,-0.00155807,5.81894e-05,3.75025e-05,-0.00226905,-0.0220956,0.0473708,-0.00754624,0.0216053,0.00222937,0.000829889,0.0788397,0.0306932,0.0199123,0.0274585,1.68461,-0.0193421,1000,0.00168755,1,0.183563,1.26,-0.130763,0
0.947728,0.751715,-1.50758,1.01195,11.5469,1.60936e-05,0.000638889,0.000328784,0.0102193,-0.00206024,-0.000390919,-0.000996121,-0.00155682,5.89241e-05,3.58695e-05,-0.00221214,-0.019814,0.048558,-0.0115658,0.0192715,0.00215644,0.000763146,0.079061,0.0300437,0.0184961,0.0300619,1.6846,-0.0193426,1000,0.00168611,1,0.184561,1.26,-0.131761,0
0.947726,0.751666,-1.5076,1.01195,11.5469,1.60936e-05,0.00063986,0.00032967,0.0102295,-0.0020586,-0.000389329,-0.000995178,-0.00155561,5.9706e-05,3.40767e-05,-0.00215247,-0.0176793,0.0497088,-0.0152132,0.0170895,0.00206046,0.000681733,0.07929,0.0294002,0.0172478,0.032461,1.6846,-0.0193432,1000,0.00168475,1,0.185558,1.26,-0.132758,0
0.947724,0.751616,-1.50762,1.01195,11.5469,1.60936e-05,0.000641221,0.000331191,0.0102391,-0.0020571,-0.000387606,-0.000994351,-0.00155448,6.0505e-05,3.21464e-05,-0.00208906,-0.0156651,0.0508445,-0.0185329,0.0150282,0.00196498,0.000600937,0.0795226,0.0287603,0.0161558,0.0346887,1.68459,-0.0193437,1000,0.0016835,1,0.186556,1.26,-0.133756,0
0.947722,0.751564,-1.50763,1.01195,11.5468,1.60936e-05,0.000642999,0.000333436,0.0102483,-0.00205573,-0.000385753,-0.0009937,-0.00155345,6.12635e-05,3.01251e-05,-0.00202129,-0.0137596,0.0519676,-0.0215781,0.0130707,0.00189869,0.000539212,0.0797559,0.0281283,0.0151947,0.0367729,1.68458,-0.0193443,1000,0.00168239,1,0.187553,1.26,-0.134753,0
0.94772,0.751512,-1.50764,1.01195,11.5468,1.60936e-05,0.000645084,0.000336212,0.0102569,-0.00205447,-0.000383774,-0.000993263,-0.00155255,6.19308e-05,2.80574e-05,-0.00194873,-0.0119997,0.0530525,-0.0243264,0.0112496,0.00187071,0.000502173,0.0799966,0.0274953,0.014363,0.0386894,1.68457,-0.0193448,1000,0.00168141,1,0.188551,1.26,-0.135751,0
0.947719,0.751459,-1.50766,1.01194,11.5468,1.60936e-05,0.000647315,0.000339202,0.010265,-0.00205333,-0.000381669,-0.000993063,-0.00155181,6.24679e-05,2.59925e-05,-0.00187099,-0.010404,0.0540796,-0.0267484,0.00958909,0.00186967,0.000482734,0.0802312,0.0268673,0.0136656,0.040414,1.68455,-0.0193453,1000,0.0016806,1,0.189549,1.26,-0.136749,0
0.947717,0.751404,-1.50766,1.01194,11.5467,1.60936e-05,0.00064957,0.000342155,0.0102725,-0.00205232,-0.000379425,-0.000993139,-0.0015513,6.28088e-05,2.40085e-05,-0.00178737,-0.00899178,0.0550416,-0.0288073,0.00810618,0.00187422,0.000466702,0.080476,0.0262352,0.0131171,0.0419245,1.68454,-0.0193459,1000,0.00167999,1,0.190546,1.26,-0.137746,0
0.947715,0.751349,-1.50767,1.01194,11.5467,1.60935e-05,0.000651816,0.000345037,0.0102795,-0.0020514,-0.000377076,-0.000993449,-0.00155095,6.29242e-05,2.21588e-05,-0.00169896,-0.00774638,0.0559319,-0.0305122,0.00679248,0.00187132,0.000446875,0.0807003,0.0256006,0.0127099,0.043222,1.68452,-0.0193464,1000,0.00167953,1,0.191544,1.26,-0.138744,0
0.947714,0.751293,-1.50768,1.01194,11.5467,1.60935e-05,0.000654058,0.000347876,0.0102859,-0.00205058,-0.000374623,-0.000994005,-0.00155073,6.2757e-05,2.04917e-05,-0.00160601,-0.00675131,0.0566965,-0.0317144,0.00572964,0.00186174,0.000423263,0.0809249,0.0249597,0.012491,0.0442054,1.6845,-0.019347,1000,0.0016792,1,0.192542,1.26,-0.139742,0
0.947712,0.751236,-1.50768,1.01194,11.5467,1.60935e-05,0.000656299,0.000350691,0.0102916,-0.00204984,-0.000372055,-0.000994836,-0.00155061,6.22636e-05,1.90499e-05,-0.0015089,-0.00609567,0.0572783,-0.0322397,0.00500737,0.00184795,0.000397488,0.0811565,0.0243177,0.0125193,0.044759,1.68448,-0.0193475,1000,0.00167901,1,0.193539,1.26,-0.140739,0
0.94771,0.751178,-1.50769,1.01194,11.5466,1.60935e-05,0.000658546,0.000353501,0.0102967,-0.00204922,-0.000369362,-0.000995967,-0.00155054,6.14343e-05,1.78687e-05,-0.00140826,-0.00582348,0.0576501,-0.0319908,0.00466616,0.00183134,0.000370307,0.0814181,0.0236913,0.0128296,0.0448205,1.68446,-0.0193481,1000,0.00167896,1,0.194537,1.26,-0.141737,0
0.947709,0.751121,-1.50769,1.01194,11.5466,1.60935e-05,0.000660822,0.000356338,0.0103011,-0.00204871,-0.000366553,-0.0009974,-0.00155051,6.03057e-05,1.69556e-05,-0.00130514,-0.00590869,0.0578256,-0.0309991,0.00468307,0.00181343,0.000342237,0.0817163,0.0230878,0.0134133,0.0444124,1.68443,-0.0193486,1000,0.00167903,1,0.195534,1.26,-0.142734,0
0.947707,0.751063,-1.5077,1.01194,11.5466,1.60935e-05,0.000663156,0.000359234,0.0103048,-0.00204833,-0.000363636,-0.000999143,-0.00155051,5.89006e-05,1.63227e-05,-0.00120039,-0.00633898,0.0578121,-0.0292886,0.0050456,0.00179865,0.000315548,0.0820596,0.0225053,0.0142618,0.0435504,1.68441,-0.0193492,1000,0.00167925,1,0.196532,1.26,-0.143732,0
0.947706,0.751005,-1.5077,1.01194,11.5466,1.60935e-05,0.000665552,0.00036218,0.0103079,-0.00204813,-0.000360618,-0.0010012,-0.00155051,5.72279e-05,1.59817e-05,-0.00109485,-0.00713801,0.0575908,-0.0268405,0.00577795,0.00179371,0.000294503,0.0824445,0.0219459,0.0153752,0.0422156,1.68439,-0.0193498,1000,0.00167962,1,0.19753,1.26,-0.14473,0
0.947704,0.750948,-1.50771,1.01194,11.5466,1.60935e-05,0.000667971,0.00036511,0.0103103,-0.00204812,-0.000357518,-0.00100353,-0.00155052,5.53306e-05,1.58885e-05,-0.000989367,-0.00825933,0.0571846,-0.0237736,0.00683007,0.00179942,0.000279431,0.0828662,0.0214036,0.0167055,0.0404791,1.68437,-0.0193503,1000,0.00168014,1,0.198527,1.26,-0.145727,0
0.947703,0.750891,-1.50772,1.01194,11.5465,1.60935e-05,0.000670366,0.000367972,0.010312,-0.00204832,-0.000354359,-0.00100604,-0.00155056,5.32708e-05,1.59767e-05,-0.000884704,-0.00949089,0.0567155,-0.0204695,0.00799192,0.00180732,0.000265149,0.0833085,0.0208692,0.018123,0.0385925,1.68435,-0.0193509,1000,0.0016808,1,0.199525,1.26,-0.146725,0
0.947701,0.750835,-1.50772,1.01194,11.5465,1.60935e-05,0.000672718,0.00037079,0.0103129,-0.00204872,-0.000351184,-0.00100869,-0.00155065,5.11085e-05,1.62018e-05,-0.000781809,-0.0104272,0.0564162,-0.0176299,0.00886103,0.00180247,0.000242703,0.0837473,0.0203336,0.0193932,0.037023,1.68434,-0.0193514,1000,0.0016816,1,0.200523,1.26,-0.147723,0
0.9477,0.750779,-1.50773,1.01194,11.5465,1.60935e-05,0.000675028,0.00037369,0.0103129,-0.00204922,-0.000348077,-0.00101141,-0.00155084,4.89195e-05,1.65265e-05,-0.000681386,-0.0106181,0.0565409,-0.0160322,0.00899159,0.00177873,0.00020749,0.0841884,0.0197881,0.0202544,0.0362866,1.68432,-0.019352,1000,0.0016825,1,0.20152,1.26,-0.14872,0
0.947698,0.750722,-1.50774,1.01194,11.5465,1.60935e-05,0.000677313,0.000376798,0.0103121,-0.00204968,-0.000345114,-0.00101422,-0.00155109,4.67465e-05,1.69414e-05,-0.000583649,-0.0100375,0.0570886,-0.0157523,0.00835067,0.00174596,0.000165815,0.0846389,0.0192448,0.0206681,0.0364204,1.6843,-0.0193526,1000,0.00168343,1,0.202518,1.26,-0.149718,0
0.947697,0.750665,-1.50775,1.01194,11.5465,1.60935e-05,0.000679594,0.0003802,0.0103104,-0.00205002,-0.000342351,-0.00101718,-0.00155138,4.45959e-05,1.74611e-05,-0.000488831,-0.00889295,0.0579167,-0.0164747,0.00714609,0.00172095,0.00012782,0.0851102,0.0187164,0.020721,0.0371957,1.68428,-0.0193531,1000,0.00168435,1,0.203515,1.26,-0.150716,0
0.947696,0.750606,-1.50776,1.01194,11.5464,1.60935e-05,0.000681884,0.000383925,0.0103076,-0.00205019,-0.000339817,-0.00102035,-0.00155166,4.2433e-05,1.80989e-05,-0.00039694,-0.00757493,0.0587717,-0.0175927,0.00576551,0.00172409,0.000105991,0.0856091,0.0182024,0.0205895,0.0381822,1.68426,-0.0193537,1000,0.00168523,1,0.204513,1.26,-0.151713,0
0.947694,0.750547,-1.50776,1.01194,11.5464,1.60935e-05,0.000684152,0.000387832,0.0103037,-0.00205021,-0.000337498,-0.00102372,-0.00155186,4.01953e-05,1.88106e-05,-0.000307525,-0.00640289,0.0594456,-0.0186479,0.00452521,0.00176722,0.000107733,0.0861065,0.0176891,0.0203988,0.0390468,1.68424,-0.0193543,1000,0.00168607,1,0.205511,1.26,-0.152711,0
0.947693,0.750488,-1.50777,1.01194,11.5464,1.60935e-05,0.00068629,0.000391648,0.0102987,-0.00205017,-0.000335348,-0.00102717,-0.00155194,3.7858e-05,1.94958e-05,-0.000220128,-0.00525191,0.0600043,-0.0199135,0.00330322,0.0018418,0.000128079,0.0865788,0.0171583,0.0200454,0.0399589,1.68422,-0.0193549,1000,0.00168686,1,0.206508,1.26,-0.153708,0
0.947692,0.750428,-1.50777,1.01194,11.5464,1.60935e-05,0.000688179,0.000395135,0.0102927,-0.00205011,-0.000333338,-0.0010306,-0.00155187,3.54494e-05,2.00322e-05,-0.000134652,-0.00366856,0.0607287,-0.0221895,0.001645,0.00192707,0.000154717,0.087005,0.0165949,0.0192696,0.0414591,1.68419,-0.0193554,1000,0.00168759,1,0.207506,1.26,-0.154706,0
0.94769,0.750367,-1.50777,1.01194,11.5464,1.60935e-05,0.000689732,0.000398181,0.0102854,-0.00205007,-0.000331475,-0.00103387,-0.00155157,3.30453e-05,2.02606e-05,-5.1404e-05,-0.00126031,0.061865,-0.0261579,-0.000839009,0.00200487,0.000177786,0.0873685,0.0160102,0.0178536,0.0440115,1.68417,-0.019356,1000,0.00168821,1,0.208504,1.26,-0.155704,0
0.947689,0.750304,-1.50777,1.01194,11.5464,1.60935e-05,0.000690976,0.000400848,0.010277,-0.00205002,-0.000329757,-0.00103694,-0.00155104,3.07071e-05,2.01379e-05,2.94465e-05,0.0016378,0.063238,-0.0312227,-0.00381363,0.00207828,0.000198834,0.0876606,0.0153769,0.0160076,0.0472304,1.68414,-0.0193566,1000,0.00168871,1,0.209501,1.26,-0.156701,0
0.947688,0.75024,-1.50776,1.01194,11.5463,1.60935e-05,0.000691875,0.00040305,0.0102676,-0.00205002,-0.000328182,-0.00103966,-0.0015504,2.84413e-05,1.97451e-05,0.000107051,0.00448765,0.0645085,-0.0365329,-0.00674281,0.00215858,0.000225832,0.0879098,0.0147326,0.0139878,0.0505207,1.6841,-0.0193571,1000,0.00168911,1,0.210499,1.26,-0.157699,0
0.947687,0.750176,-1.50775,1.01194,11.5463,1.60935e-05,0.0006924,0.000404698,0.0102571,-0.00205024,-0.000326638,-0.00104194,-0.00154988,2.61673e-05,1.93147e-05,0.000181402,0.00693261,0.0654822,-0.0414234,-0.0092703,0.00224373,0.000256629,0.088134,0.0140672,0.0120294,0.0534528,1.68407,-0.0193577,1000,0.00168956,1,0.211497,1.26,-0.158697,0
0.947687,0.75011,-1.50774,1.01194,11.5463,1.60935e-05,0.000692559,0.000405777,0.0102457,-0.00205086,-0.00032501,-0.00104374,-0.0015496,2.38217e-05,1.90197e-05,0.000252319,0.00903361,0.0662178,-0.0458865,-0.0114498,0.00231621,0.000281038,0.0883676,0.0134197,0.0101657,0.0560522,1.68403,-0.0193583,1000,0.00169015,1,0.212494,1.26,-0.159694,0
0.947686,0.750043,-1.50773,1.01194,11.5463,1.60935e-05,0.000692434,0.000406432,0.0102335,-0.00205201,-0.000323218,-0.00104511,-0.00154952,2.14144e-05,1.89609e-05,0.000319727,0.0109857,0.0668639,-0.0501191,-0.0134775,0.00236447,0.000291442,0.0886414,0.0128025,0.00837239,0.0584915,1.68399,-0.0193588,1000,0.00169096,1,0.213492,1.26,-0.160692,0
0.947685,0.749976,-1.50772,1.01194,11.5463,1.60935e-05,0.000692091,0.000406822,0.0102208,-0.00205371,-0.000321254,-0.00104612,-0.00154958,1.90395e-05,1.92121e-05,0.000383289,0.0130841,0.0676314,-0.0544889,-0.0156472,0.00238719,0.000286787,0.0889474,0.0122186,0.00657124,0.0610601,1.68394,-0.0193594,1000,0.00169198,1,0.214489,1.26,-0.161689,0
0.947684,0.749908,-1.5077,1.01194,11.5463,1.60935e-05,0.000691581,0.000407107,0.0102076,-0.00205584,-0.000319221,-0.00104676,-0.00154967,1.68826e-05,1.98216e-05,0.000442507,0.0156594,0.0687553,-0.0594071,-0.0182878,0.00238836,0.000267913,0.0892438,0.0116277,0.0046741,0.0640812,1.6839,-0.0193599,1000,0.00169312,1,0.215487,1.26,-0.162687,0
0.947684,0.749839,-1.50768,1.01194,11.5463,1.60935e-05,0.000690968,0.000407446,0.0101939,-0.0020581,-0.000317311,-0.00104709,-0.00154971,1.50903e-05,2.07312e-05,0.000497649,0.018675,0.070216,-0.0647822,-0.0213633,0.00237314,0.000236836,0.089489,0.0110192,0.0027169,0.0674991,1.68385,-0.0193605,1000,0.00169423,1,0.216485,1.26,-0.163685,0
0.947683,0.749768,-1.50766,1.01194,11.5462,1.60935e-05,0.000690269,0.000407903,0.0101797,-0.00206024,-0.000315646,-0.00104716,-0.0015497,1.37555e-05,2.18635e-05,0.000548793,0.0218867,0.0718486,-0.070214,-0.0246197,0.00234669,0.000196369,0.0896636,0.010371,0.00081728,0.0710313,1.6838,-0.019361,1000,0.00169521,1,0.217482,1.26,-0.164682,0
0.947682,0.749696,-1.50763,1.01194,11.5462,1.60935e-05,0.000689443,0.000408451,0.0101645,-0.00206215,-0.000314211,-0.00104721,-0.00154979,1.29669e-05,2.31016e-05,0.000595663,0.024993,0.073467,-0.0752635,-0.0277857,0.00232118,0.000155951,0.0897604,0.00969802,-0.000898229,0.0743653,1.68374,-0.0193616,1000,0.00169611,1,0.21848,1.26,-0.16568,0
0.947682,0.749622,-1.5076,1.01194,11.5462,1.60935e-05,0.000688493,0.000409086,0.0101484,-0.00206382,-0.000312871,-0.00104758,-0.00155019,1.28412e-05,2.42477e-05,0.000637674,0.0277969,0.074976,-0.0795866,-0.030645,0.00231028,0.000126642,0.0898161,0.00900762,-0.0023053,0.0772813,1.68368,-0.0193621,1000,0.00169709,1,0.219478,1.26,-0.166678,0
0.947681,0.749546,-1.50757,1.01194,11.5462,1.60935e-05,0.000687489,0.000409813,0.0101313,-0.00206529,-0.000311563,-0.00104846,-0.00155103,1.34097e-05,2.5187e-05,0.000674982,0.030575,0.0765968,-0.0836237,-0.0334845,0.00230429,0.000102842,0.089936,0.00835808,-0.00351345,0.0801103,1.68362,-0.0193627,1000,0.00169824,1,0.220475,1.26,-0.167675,0
0.94768,0.749469,-1.50753,1.01194,11.5462,1.60935e-05,0.000686443,0.000410596,0.0101131,-0.00206639,-0.000310412,-0.00105,-0.00155243,1.47248e-05,2.59283e-05,0.000707024,0.0336251,0.0785858,-0.0877423,-0.036593,0.00227828,6.83605e-05,0.0901432,0.00777164,-0.00457824,0.083164,1.68356,-0.0193632,1000,0.00169956,1,0.221473,1.26,-0.168673,0
0.94768,0.749389,-1.5075,1.01194,11.5462,1.60935e-05,0.000685385,0.000411506,0.010094,-0.00206683,-0.000309672,-0.00105232,-0.00155442,1.66473e-05,2.66084e-05,0.000733602,0.0369184,0.080947,-0.0918361,-0.0399347,0.0022245,1.63552e-05,0.0904768,0.00726035,-0.00544459,0.0863915,1.68349,-0.0193638,1000,0.00170097,1,0.22247,1.26,-0.16967,0
0.947679,0.749307,-1.50745,1.01194,11.5462,1.60935e-05,0.000684441,0.000412731,0.0100741,-0.00206636,-0.000309589,-0.00105542,-0.00155696,1.88009e-05,2.7386e-05,0.000755566,0.0401295,0.0834583,-0.095393,-0.0431891,0.00216524,-4.05866e-05,0.0909286,0.00681167,-0.00596737,0.0894257,1.68341,-0.0193644,1000,0.00170233,1,0.223468,1.26,-0.170668,0
0.947679,0.749223,-1.50741,1.01194,11.5462,1.60935e-05,0.000683792,0.000414402,0.0100538,-0.00206475,-0.000310387,-0.00105925,-0.0015599,2.07154e-05,2.83885e-05,0.00077407,0.0428097,0.0858222,-0.0977088,-0.0459156,0.00212252,-8.76074e-05,0.0914751,0.00645874,-0.00594328,0.0917655,1.68334,-0.019365,1000,0.00170349,1,0.224466,1.26,-0.171666,0
0.947678,0.749136,-1.50736,1.01194,11.5462,1.60935e-05,0.000683637,0.000416518,0.0100332,-0.00206189,-0.000312207,-0.00106383,-0.00156292,2.18661e-05,2.96431e-05,0.000790546,0.0440803,0.0874186,-0.0974801,-0.0472336,0.00210329,-0.000121344,0.0920692,0.00609552,-0.00503074,0.0924494,1.68326,-0.0193655,1000,0.00170429,1,0.225463,1.26,-0.172663,0
0.947677,0.749049,-1.50732,1.01194,11.5462,1.60935e-05,0.000684005,0.000418923,0.0100129,-0.0020581,-0.000314871,-0.00106891,-0.00156578,2.21637e-05,3.09186e-05,0.000806134,0.043601,0.087928,-0.0943347,-0.0468073,0.00209885,-0.000145181,0.0926283,0.00568538,-0.00320333,0.0911314,1.68317,-0.0193661,1000,0.00170475,1,0.226461,1.26,-0.173661,0
0.947677,0.748961,-1.50727,1.01194,11.5462,1.60935e-05,0.000684855,0.000421482,0.00999288,-0.00205372,-0.000318218,-0.00107421,-0.00156847,2.17845e-05,3.18795e-05,0.000820986,0.0414762,0.0873401,-0.0885776,-0.044745,0.00210313,-0.00015995,0.0931377,0.00528971,-0.000618783,0.0879588,1.68309,-0.0193667,1000,0.00170494,1,0.227459,1.26,-0.174659,0
0.947676,0.748875,-1.50723,1.01194,11.5462,1.60935e-05,0.000686034,0.000424007,0.0099733,-0.00204915,-0.000321998,-0.00107944,-0.00157121,2.10421e-05,3.21814e-05,0.000834786,0.0379208,0.085721,-0.080653,-0.0412648,0.00210487,-0.000176075,0.0934918,0.00470879,0.00253398,0.083187,1.68302,-0.0193673,1000,0.00170507,1,0.228456,1.26,-0.175656,0
0.947676,0.748791,-1.50719,1.01194,11.5462,1.60935e-05,0.000687267,0.00042631,0.00995394,-0.00204497,-0.000325779,-0.00108448,-0.00157414,2.02888e-05,3.18957e-05,0.000847428,0.0332028,0.0831385,-0.0711925,-0.0366174,0.00210497,-0.00018937,0.0937835,0.00412896,0.00597299,0.0771655,1.68295,-0.0193679,1000,0.00170539,1,0.229454,1.26,-0.176654,0
0.947675,0.748709,-1.50715,1.01194,11.5462,1.60935e-05,0.00068837,0.000428208,0.00993462,-0.00204166,-0.000329279,-0.00108919,-0.00157723,1.97335e-05,3.12194e-05,0.000858512,0.027934,0.0800366,-0.0611002,-0.0314292,0.00211259,-0.000194346,0.0940646,0.00355236,0.00946819,0.0705684,1.68288,-0.0193685,1000,0.0017061,1,0.230451,1.26,-0.177651,0
