"$ \overline{\rho}$","$ \widetilde{u_1}$","$ \widetilde{u_2}$","$ \widetilde{T}$","$ \overline{p}$","$ \overline{\mu} $","$ \rho'$","$ T'$","$ p' $","$ \tau_{11}$","$ \tau_{12}$","$ \tau_{22}$","$ \tau_{33}$","$ \tau_{13}$","$ \tau_{23}$","$ \widetilde{u_3}$","$ \frac{\partial \widetilde{u}_{1}}{\partial x_1}$","$ \frac{\partial \widetilde{u}_{1}}{\partial x_2}$","$ \frac{\partial \widetilde{u}_{2}}{\partial x_1}$","$ \frac{\partial \widetilde{u}_{2}}{\partial x_2}$","$ \frac{\partial \widetilde{T}}{\partial x_1}$","$ \frac{\partial \widetilde{T}}{\partial x_2}$","$ \frac{\partial \overline{p}}{\partial x_1}$","$ \frac{\partial \overline{p}}{\partial x_2}$","$ S_{12}\left(\widetilde{u}\right)$","$ \Omega_{12}\left(\widetilde{u}\right)$","$  \left|\left| \vec{\widetilde{u}}\right|\right| $","$ \alpha_3 $","$ I_t$","$ I_{t,\tau}$","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.00172,0.671591,0.697655,1.0345,12.4768,1.63672e-05,0.000466426,0.000307925,0.00746729,-0.00277604,-0.000250689,-0.00407785,-0.00371533,-6.20802e-05,0.000167139,0.00163215,-0.2156,-0.16263,-0.235717,0.205816,0.00633102,0.000180765,0.252237,0.0083234,-0.199173,0.0365436,0.96838,0.01404,1000,0.0035594,1,0.00997627,-0.3,0.614366,0
1.00172,0.671737,0.697435,1.0345,12.4768,1.63672e-05,0.00046682,0.000308096,0.00747713,-0.00278326,-0.000249053,-0.00407079,-0.00372127,-7.15122e-05,0.000160642,0.00148986,-0.245441,-0.131594,-0.267813,0.235587,0.00634603,0.000212104,0.250163,0.0121871,-0.199703,0.0681099,0.968322,0.0140353,1000,0.00356066,1,0.0109739,-0.3,0.613369,0
1.00172,0.671851,0.697183,1.0345,12.4768,1.63672e-05,0.000467355,0.000308188,0.00748744,-0.00279049,-0.000247175,-0.0040667,-0.0037268,-7.97381e-05,0.000152934,0.00134824,-0.277539,-0.0981407,-0.301916,0.267611,0.00638713,0.000219251,0.24818,0.0160106,-0.200028,0.101887,0.96822,0.0140307,1000,0.00356291,1,0.0119715,-0.3,0.612371,0
1.00172,0.671933,0.696901,1.0345,12.4767,1.63672e-05,0.000468002,0.000308219,0.00749772,-0.00279662,-0.000244047,-0.00406433,-0.00373177,-8.69577e-05,0.000142935,0.00119098,-0.307389,-0.0668486,-0.333766,0.297386,0.00643682,0.000219345,0.246505,0.0194972,-0.200307,0.133459,0.968073,0.0140261,1000,0.00356533,1,0.0129691,-0.3,0.611374,0
1.00172,0.671987,0.696592,1.0345,12.4767,1.63672e-05,0.000468713,0.000308212,0.00750749,-0.00280075,-0.000238787,-0.00406197,-0.00373712,-9.36178e-05,0.000129752,0.000999254,-0.330769,-0.0421047,-0.359341,0.320687,0.00646993,0.000238438,0.245422,0.0223893,-0.200723,0.158618,0.967888,0.0140215,1000,0.00356738,1,0.0139668,-0.3,0.610376,0
1.00172,0.67202,0.696264,1.0345,12.4767,1.63672e-05,0.000469433,0.000308179,0.00751648,-0.00280264,-0.000231383,-0.00405862,-0.00374362,-9.99841e-05,0.000113347,0.000759501,-0.346347,-0.0253923,-0.377316,0.336203,0.00647269,0.000287252,0.24499,0.0245859,-0.201354,0.175962,0.967675,0.014017,1000,0.00356888,1,0.0149644,-0.3,0.609378,0
1.00171,0.67204,0.695924,1.0345,12.4767,1.63672e-05,0.000470141,0.000308132,0.00752479,-0.00280262,-0.000222647,-0.00405436,-0.00375048,-0.000105893,9.45805e-05,0.000468915,-0.356795,-0.0140946,-0.390227,0.346582,0.00645287,0.000357294,0.245063,0.0263022,-0.202161,0.188066,0.967444,0.0140125,1000,0.00356966,1,0.015962,-0.3,0.608381,0
1.00171,0.672048,0.695573,1.0345,12.4766,1.63672e-05,0.000470864,0.000308078,0.00753298,-0.00280131,-0.00021366,-0.00405007,-0.00375492,-0.000110997,7.45301e-05,0.000132813,-0.367226,-0.00307503,-0.40322,0.356943,0.00642633,0.000428672,0.24518,0.0279075,-0.203147,0.200072,0.967197,0.014008,1000,0.00356926,1,0.0169597,-0.3,0.607383,0
1.00171,0.672044,0.69521,1.0345,12.4766,1.63672e-05,0.000471626,0.000308035,0.00754164,-0.0027995,-0.000205044,-0.00404647,-0.00375468,-0.00011556,5.40059e-05,-0.000227828,-0.381066,0.0111769,-0.41987,0.370715,0.00641032,0.00048942,0.245086,0.029817,-0.204346,0.215523,0.966933,0.0140035,1000,0.00356736,1,0.0179573,-0.3,0.606385,0
1.00171,0.672024,0.694831,1.0345,12.4766,1.63672e-05,0.000472411,0.000308025,0.007551,-0.0027977,-0.000196729,-0.00404358,-0.00374909,-0.000120294,3.30384e-05,-0.000593984,-0.397032,0.0275551,-0.438852,0.386621,0.00640022,0.000541698,0.244625,0.0320409,-0.205649,0.233204,0.966648,0.013999,1000,0.00356385,1,0.0189549,-0.3,0.605388,0
1.00171,0.671989,0.694438,1.0345,12.4765,1.63672e-05,0.000473172,0.000308063,0.00756085,-0.00279634,-0.000188462,-0.00404104,-0.00373879,-0.000126062,1.13634e-05,-0.000948714,-0.410323,0.0414916,-0.455116,0.399848,0.00637943,0.000603508,0.243827,0.0345714,-0.206812,0.248304,0.966341,0.0139945,1000,0.00355895,1,0.0199525,-0.3,0.60439,0
1.0017,0.671944,0.694036,1.0345,12.4765,1.63672e-05,0.000473865,0.000308145,0.00757078,-0.00279601,-0.000180168,-0.00403865,-0.00372508,-0.000133385,-1.09766e-05,-0.00128026,-0.415711,0.0479966,-0.463108,0.405182,0.00633791,0.000683776,0.242792,0.0372428,-0.207556,0.255552,0.966021,0.01399,1000,0.00355319,1,0.0209501,-0.3,0.603393,0
1.0017,0.671897,0.693633,1.0345,12.4765,1.63672e-05,0.000474462,0.000308245,0.00758037,-0.00279721,-0.000172015,-0.00403657,-0.00370924,-0.000142211,-3.33756e-05,-0.00158306,-0.410347,0.0442773,-0.459861,0.399759,0.00628289,0.000776011,0.241546,0.0400286,-0.207792,0.252069,0.965699,0.0139856,1000,0.00354722,1,0.0219477,-0.3,0.602395,0
1.0017,0.671858,0.693241,1.0345,12.4764,1.63672e-05,0.000474957,0.000308322,0.0075893,-0.00280027,-0.000164244,-0.00403506,-0.00369217,-0.000152078,-5.50318e-05,-0.00185573,-0.394032,0.0299716,-0.445221,0.383384,0.00623459,0.000859429,0.240285,0.0427377,-0.207625,0.237596,0.965392,0.0139811,1000,0.00354154,1,0.0229454,-0.3,0.601397,0
1.0017,0.671839,0.69287,1.0345,12.4764,1.63671e-05,0.00047536,0.000308344,0.00759737,-0.002805,-0.000156956,-0.00403427,-0.00367473,-0.000162396,-7.53971e-05,-0.00209784,-0.368447,0.00642049,-0.420943,0.357722,0.00620643,0.000922904,0.239234,0.0452446,-0.207261,0.213682,0.965112,0.0139767,1000,0.00353646,1,0.023943,-0.3,0.6004,0
1.00169,0.671848,0.69253,1.03449,12.4763,1.63671e-05,0.000475698,0.000308289,0.00760448,-0.00281071,-0.000150157,-0.00403423,-0.00365857,-0.000172568,-9.41425e-05,-0.00230445,-0.337076,-0.0230561,-0.390558,0.326312,0.0062015,0.00095923,0.238619,0.0472101,-0.206807,0.183751,0.964875,0.0139723,1000,0.00353239,1,0.0249407,-0.3,0.599402,0
1.00169,0.671887,0.692221,1.03449,12.4763,1.63671e-05,0.00047601,0.000308173,0.00761071,-0.0028164,-0.000143991,-0.00403498,-0.00364513,-0.000182068,-0.000111458,-0.00247634,-0.306056,-0.0522191,-0.360228,0.295228,0.0062178,0.000972661,0.238678,0.0485107,-0.206224,0.154004,0.964681,0.0139679,1000,0.00352958,1,0.0259383,-0.3,0.598404,0
1.00169,0.671952,0.691941,1.03449,12.4762,1.63671e-05,0.000476304,0.000308021,0.00761599,-0.00282162,-0.000139061,-0.00403689,-0.00363468,-0.000190419,-0.000127498,-0.00261469,-0.279391,-0.0768035,-0.334063,0.268506,0.00625312,0.000967018,0.239523,0.0490347,-0.205433,0.12863,0.964525,0.0139636,1000,0.00352812,1,0.0269359,-0.3,0.597407,0
1.00168,0.672039,0.691685,1.03449,12.4762,1.63671e-05,0.000476551,0.000307862,0.00762014,-0.0028263,-0.000136126,-0.0040401,-0.00362642,-0.00019715,-0.000142372,-0.00272706,-0.257733,-0.096141,-0.312935,0.246791,0.00630289,0.000947837,0.241125,0.0487904,-0.204538,0.108397,0.964402,0.0139592,1000,0.00352777,1,0.0279335,-0.3,0.596409,0
1.00168,0.672143,0.691448,1.03449,12.4761,1.63671e-05,0.000476703,0.000307718,0.00762302,-0.00283044,-0.000135645,-0.00404433,-0.00361965,-0.00020171,-0.000155797,-0.00282575,-0.239104,-0.11236,-0.295055,0.228111,0.00636024,0.000923933,0.243277,0.0480368,-0.203708,0.0913471,0.964305,0.0139549,1000,0.00352818,1,0.0289311,-0.3,0.595412,0
1.00168,0.672263,0.691229,1.03449,12.4761,1.63671e-05,0.000476719,0.000307601,0.00762464,-0.0028339,-0.000137656,-0.00404912,-0.00361476,-0.000203493,-0.000166855,-0.00292105,-0.221495,-0.127603,-0.278414,0.210444,0.00641212,0.000905992,0.245536,0.047153,-0.203008,0.0754055,0.964232,0.0139505,1000,0.00352927,1,0.0299287,-0.3,0.594414,0
1.00168,0.672397,0.691027,1.03449,12.4761,1.63671e-05,0.000476593,0.000307514,0.00762524,-0.00283667,-0.000142014,-0.00405439,-0.00361288,-0.000202106,-0.000174348,-0.00301443,-0.204628,-0.142256,-0.262663,0.193528,0.00644731,0.000905848,0.247484,0.0466059,-0.202459,0.0602037,0.964181,0.0139463,1000,0.00353139,1,0.0309264,-0.3,0.593416,0
1.00167,0.672545,0.690841,1.03449,12.476,1.63671e-05,0.000476345,0.000307464,0.0076251,-0.00283879,-0.000148479,-0.00406037,-0.00361471,-0.000197753,-0.000177778,-0.00309957,-0.190038,-0.154859,-0.249321,0.178867,0.00646766,0.000920125,0.248954,0.0465676,-0.20209,0.0472313,0.964151,0.013942,1000,0.00353487,1,0.031924,-0.3,0.592419,0
1.00167,0.672704,0.690668,1.03449,12.476,1.6367e-05,0.000476013,0.000307456,0.00762449,-0.0028399,-0.000156419,-0.00406709,-0.00361992,-0.000191193,-0.000177856,-0.00317066,-0.180995,-0.162268,-0.241779,0.169777,0.00647406,0.000947741,0.249768,0.0471759,-0.202024,0.0397557,0.964138,0.0139377,1000,0.00353951,1,0.0329217,-0.3,0.591421,0
1.00167,0.672866,0.6905,1.03449,12.4759,1.6367e-05,0.000475667,0.000307491,0.00762386,-0.00283913,-0.000164373,-0.00407372,-0.00362752,-0.000183681,-0.000176432,-0.00323368,-0.180054,-0.161932,-0.242671,0.168768,0.00646414,0.000989965,0.250102,0.0482397,-0.202302,0.0403692,0.964131,0.0139335,1000,0.00354443,1,0.0339193,-0.3,0.590423,0
1.00166,0.673024,0.690328,1.03448,12.4759,1.6367e-05,0.000475388,0.000307557,0.00762376,-0.00283553,-0.000170842,-0.00407902,-0.00363735,-0.00017628,-0.000174842,-0.00330027,-0.186644,-0.154381,-0.251426,0.175305,0.00643408,0.00105193,0.250094,0.049642,-0.202904,0.0485226,0.964119,0.0139293,1000,0.00354886,1,0.0349169,-0.3,0.589426,0
1.00166,0.673173,0.690148,1.03448,12.4758,1.6367e-05,0.000475228,0.000307645,0.0076247,-0.00282851,-0.000174797,-0.0040819,-0.00364999,-0.000169987,-0.000173932,-0.00337858,-0.197058,-0.143236,-0.264227,0.185663,0.00639118,0.00112614,0.249993,0.0511232,-0.203732,0.0604952,0.964094,0.0139251,1000,0.00355241,1,0.0359145,-0.3,0.588428,0
1.00166,0.67331,0.689958,1.03448,12.4758,1.6367e-05,0.000475202,0.000307749,0.00762686,-0.00281813,-0.00017608,-0.00408186,-0.00366595,-0.000165559,-0.000174325,-0.00347051,-0.206512,-0.133113,-0.276136,0.195065,0.00634255,0.00120638,0.250018,0.0524755,-0.204625,0.0715116,0.964055,0.0139209,1000,0.00355514,1,0.0369121,-0.3,0.587431,0
1.00165,0.67344,0.689761,1.03448,12.4757,1.6367e-05,0.000475279,0.000307869,0.00762998,-0.00280507,-0.00017533,-0.00407919,-0.0036853,-0.000163158,-0.000176314,-0.00357438,-0.21172,-0.127226,-0.283871,0.200216,0.00629166,0.00129031,0.25022,0.0536811,-0.205548,0.0783225,0.964004,0.0139167,1000,0.00355734,1,0.0379097,-0.3,0.586433,0
1.00165,0.673566,0.68956,1.03448,12.4757,1.6367e-05,0.000475397,0.000308006,0.00763353,-0.00279023,-0.000173342,-0.00407437,-0.00370723,-0.000162432,-0.000179734,-0.00368707,-0.21159,-0.126793,-0.286509,0.200029,0.00624576,0.00136729,0.250432,0.0548181,-0.206651,0.0798582,0.963949,0.0139126,1000,0.00355921,1,0.0389074,-0.3,0.585435,0
1.00165,0.673694,0.689363,1.03448,12.4756,1.63669e-05,0.00047548,0.000308159,0.00763693,-0.00277434,-0.000170536,-0.00406756,-0.00373015,-0.000162751,-0.000183897,-0.00380224,-0.206348,-0.131676,-0.284424,0.194732,0.00621911,0.00142664,0.250563,0.0560636,-0.20805,0.0763741,0.963898,0.0139084,1000,0.00356047,1,0.039905,-0.3,0.584438,0
1.00165,0.67383,0.689173,1.03448,12.4755,1.63669e-05,0.000475481,0.00030833,0.00763979,-0.00275802,-0.000166973,-0.00405865,-0.00375243,-0.000163271,-0.000187642,-0.00390797,-0.196513,-0.141239,-0.277958,0.18483,0.00621466,0.00146422,0.250506,0.0574623,-0.209598,0.0683596,0.963857,0.0139042,1000,0.00356066,1,0.0409027,-0.3,0.58344,0
1.00164,0.673978,0.688996,1.03448,12.4755,1.63669e-05,0.000475385,0.000308512,0.00764185,-0.00274156,-0.000162625,-0.00404743,-0.00377285,-0.000162986,-0.000189523,-0.00398605,-0.182183,-0.155227,-0.266931,0.170452,0.00622203,0.00148036,0.250246,0.0588828,-0.211079,0.0558519,0.963835,0.0139001,1000,0.00355938,1,0.0419003,-0.3,0.582442,0
1.00164,0.674142,0.688835,1.03447,12.4754,1.63669e-05,0.000475241,0.000308698,0.0076432,-0.00272547,-0.000157763,-0.00403443,-0.00379161,-0.000161487,-0.000189158,-0.00402746,-0.164712,-0.172502,-0.252584,0.152953,0.00622259,0.00150604,0.249645,0.0606009,-0.212543,0.0400413,0.963835,0.0138959,1000,0.003557,1,0.0428979,-0.3,0.581445,0
1.00164,0.674324,0.688692,1.03447,12.4754,1.63669e-05,0.000475105,0.00030888,0.00764414,-0.00271023,-0.000152551,-0.00402005,-0.00380894,-0.000159077,-0.000187054,-0.0040308,-0.145961,-0.191725,-0.237056,0.134145,0.00621061,0.00153442,0.248673,0.0625343,-0.214391,0.0226659,0.96386,0.0138918,1000,0.00355389,1,0.0438955,-0.3,0.580447,0
1.00163,0.674525,0.688567,1.03447,12.4753,1.63669e-05,0.000475021,0.000309053,0.00764503,-0.00269626,-0.000146972,-0.00400444,-0.00382487,-0.000156606,-0.000184379,-0.00400206,-0.12861,-0.210693,-0.223327,0.11675,0.00618228,0.00157915,0.24728,0.0648105,-0.21701,0.00631688,0.963911,0.0138876,1000,0.0035502,1,0.0448931,-0.3,0.57945,0
1.00163,0.674743,0.688458,1.03447,12.4752,1.63668e-05,0.000475018,0.000309217,0.00764625,-0.00268421,-0.000140975,-0.00398759,-0.00383983,-0.00015494,-0.000182319,-0.00394915,-0.114996,-0.22718,-0.213788,0.103092,0.00614162,0.00163826,0.245667,0.0672241,-0.220484,-0.00669595,0.963986,0.0138834,1000,0.00354624,1,0.0458907,-0.3,0.578452,0
1.00162,0.674977,0.68836,1.03447,12.4752,1.63668e-05,0.000475102,0.00030937,0.00764797,-0.00267456,-0.000134753,-0.0039696,-0.00385422,-0.000154457,-0.000181354,-0.00387836,-0.105565,-0.240304,-0.20862,0.0936228,0.00610038,0.00169579,0.244048,0.069614,-0.224462,-0.0158421,0.964079,0.0138791,1000,0.00354231,1,0.0468884,-0.3,0.577454,0
1.00162,0.675222,0.68827,1.03447,12.4751,1.63668e-05,0.00047527,0.00030951,0.00765022,-0.00266766,-0.000128734,-0.00395088,-0.00386801,-0.000154891,-0.000180959,-0.00379423,-0.0983939,-0.251107,-0.205462,0.0864094,0.00607343,0.0017395,0.24251,0.0719137,-0.228284,-0.0228224,0.964186,0.0138748,1000,0.00353863,1,0.047886,-0.3,0.576457,0
1.00162,0.675477,0.688188,1.03446,12.475,1.63668e-05,0.000475523,0.000309638,0.00765287,-0.00266361,-0.000123312,-0.00393207,-0.00388077,-0.000155674,-0.000180014,-0.00370012,-0.0903186,-0.261958,-0.200787,0.0783004,0.00606588,0.00176493,0.240998,0.0742225,-0.231372,-0.0305856,0.964306,0.0138705,1000,0.0035353,1,0.0488836,-0.3,0.575459,0
1.00161,0.675745,0.688115,1.03446,12.4749,1.63668e-05,0.000475864,0.000309759,0.00765581,-0.00266213,-0.000118598,-0.00391385,-0.00389205,-0.000156412,-0.000177646,-0.00359856,-0.0784177,-0.275337,-0.191459,0.0663553,0.00606525,0.00178513,0.239396,0.0766633,-0.233398,-0.0419387,0.964441,0.0138661,1000,0.00353235,1,0.0498813,-0.3,0.574461,0
1.00161,0.676028,0.688058,1.03446,12.4749,1.63667e-05,0.000476297,0.000309868,0.00765902,-0.00266292,-0.000114459,-0.00389692,-0.00390145,-0.000157015,-0.000173608,-0.0034896,-0.0600812,-0.293607,-0.174699,0.0479702,0.00605215,0.00182181,0.237597,0.079427,-0.234153,-0.0594541,0.964599,0.0138617,1000,0.00352979,1,0.0508789,-0.3,0.573464,0
1.0016,0.676333,0.688023,1.03446,12.4748,1.63667e-05,0.000476794,0.000309952,0.00766255,-0.00266517,-0.000110421,-0.00388156,-0.00390823,-0.000157295,-0.00016827,-0.00337203,-0.034843,-0.317145,-0.150128,0.0226851,0.00602125,0.00187625,0.235534,0.0825035,-0.233637,-0.0835085,0.964787,0.0138573,1000,0.00352724,1,0.0518765,-0.3,0.572466,0
1.0016,0.676664,0.688016,1.03446,12.4747,1.63667e-05,0.000477308,0.000310002,0.00766638,-0.00266806,-0.000105882,-0.00386789,-0.00391099,-0.000156519,-0.000161754,-0.00324548,-0.00411184,-0.344697,-0.119331,-0.00809093,0.00598016,0.00194284,0.233283,0.0858145,-0.232014,-0.112683,0.965013,0.013853,1000,0.00352401,1,0.0528741,-0.3,0.571469,0
1.00159,0.677022,0.688041,1.03446,12.4746,1.63667e-05,0.00047779,0.000310026,0.00767034,-0.0026709,-0.000100435,-0.00385609,-0.00390847,-0.00015367,-0.000154072,-0.00311404,0.0284047,-0.372953,-0.0863126,-0.0406558,0.00593699,0.00201165,0.231034,0.0891293,-0.229633,-0.14332,0.965282,0.0138487,1000,0.00351951,1,0.0538718,-0.3,0.570471,0
1.00159,0.677407,0.688096,1.03445,12.4745,1.63666e-05,0.000478196,0.000310046,0.00767413,-0.00267336,-9.43089e-05,-0.00384675,-0.00390049,-0.000148031,-0.000145419,-0.00298664,0.0571737,-0.396785,-0.0568136,-0.0694621,0.00589694,0.00207819,0.229,0.0921916,-0.226799,-0.169986,0.965591,0.0138444,1000,0.00351381,1,0.0548694,-0.3,0.569473,0
1.00158,0.677811,0.688176,1.03445,12.4744,1.63666e-05,0.000478513,0.000310085,0.00767758,-0.00267547,-8.84354e-05,-0.00384098,-0.00388823,-0.00013958,-0.000136271,-0.00287323,0.0767362,-0.410886,-0.0363084,-0.0890652,0.0058616,0.00214,0.227329,0.0948179,-0.223597,-0.187289,0.965931,0.0138402,1000,0.00350774,1,0.055867,-0.3,0.568476,0
1.00158,0.678223,0.68827,1.03445,12.4743,1.63666e-05,0.000478762,0.000310153,0.00768086,-0.00267709,-8.38933e-05,-0.00383991,-0.00387365,-0.00012914,-0.000127428,-0.00278006,0.0842116,-0.412331,-0.0277192,-0.0965717,0.0058286,0.00219953,0.226089,0.0969559,-0.220025,-0.192306,0.966286,0.0138361,1000,0.00350242,1,0.0568646,-0.3,0.567478,0
1.00157,0.67863,0.688365,1.03445,12.4742,1.63666e-05,0.000479002,0.000310239,0.00768444,-0.00267768,-8.12134e-05,-0.00384391,-0.00385881,-0.000118079,-0.000119871,-0.00270758,0.0805776,-0.402284,-0.0302824,-0.0929714,0.0057922,0.00226212,0.225253,0.0986528,-0.216283,-0.186001,0.96664,0.0138321,1000,0.0034986,1,0.0578623,-0.3,0.56648,0
1.00156,0.679024,0.688453,1.03444,12.4741,1.63665e-05,0.000479286,0.000310324,0.00768875,-0.00267654,-8.0173e-05,-0.00385232,-0.00384534,-0.000107571,-0.000114264,-0.00265154,0.0699329,-0.385459,-0.0402553,-0.0823491,0.0057478,0.00233162,0.224686,0.100063,-0.212857,-0.172602,0.966979,0.0138281,1000,0.00349648,1,0.0588599,-0.3,0.565483,0
1.00156,0.6794,0.68853,1.03444,12.474,1.63665e-05,0.000479642,0.000310395,0.00769388,-0.00267326,-8.01287e-05,-0.00386384,-0.00383449,-9.82308e-05,-0.000110658,-0.0026048,0.057153,-0.367485,-0.0529959,-0.0696157,0.00569857,0.00240428,0.224228,0.101387,-0.210241,-0.157245,0.967297,0.0138243,1000,0.00349593,1,0.0598575,-0.3,0.564485,0
1.00155,0.679758,0.688593,1.03444,12.4739,1.63665e-05,0.000480073,0.000310448,0.00769963,-0.0026679,-8.03248e-05,-0.00387707,-0.00382701,-9.04715e-05,-0.000108731,-0.0025575,0.0457888,-0.352381,-0.0651976,-0.0582739,0.005654,0.00246852,0.223631,0.102847,-0.208789,-0.143592,0.967594,0.0138205,1000,0.00349673,1,0.0608552,-0.3,0.563488,0
1.00155,0.680103,0.688646,1.03444,12.4738,1.63664e-05,0.000480584,0.000310492,0.00770588,-0.00266096,-7.99379e-05,-0.0038906,-0.00382237,-8.42718e-05,-0.000107763,-0.00250082,0.0364993,-0.340813,-0.0762147,-0.0490287,0.00561872,0.0025202,0.222747,0.104591,-0.208514,-0.132299,0.967874,0.0138167,1000,0.0034983,1,0.0618528,-0.3,0.56249,0
1.00154,0.680439,0.688691,1.03443,12.4737,1.63664e-05,0.000481193,0.000310531,0.0077127,-0.00265276,-7.81745e-05,-0.00390332,-0.0038196,-7.91029e-05,-0.00010679,-0.002431,0.0301614,-0.333573,-0.0852227,-0.0427272,0.00558725,0.0025656,0.221551,0.106598,-0.209398,-0.124175,0.968142,0.013813,1000,0.00349995,1,0.0628504,-0.3,0.561492,0
